date,iso_code,monthly_new_cases,monthly_total_cases
2021-08-01,BMU,1299,11561
2021-09-01,BMU,895,12456
2021-10-01,BMU,1103,13559
2021-11-01,BMU,1196,14755
2021-12-01,BMU,1202,15957
2022-01-01,BMU,1236,17193
2022-02-01,BMU,592,17785
2022-03-01,BMU,337,18122
2022-04-01,BMU,218,18340
2022-05-01,BMU,123,18463
2022-06-01,BMU,94,18557
2022-07-01,BMU,209,18766
2022-08-01,BMU,33,18799
2022-09-01,BMU,15,18814
2022-09-01,BTN,3,3
2022-10-01,BTN,4,7
2022-11-01,BTN,26,33
2022-12-01,BTN,42,75
2023-01-01,BTN,27,102
2023-02-01,BTN,93,195
2023-03-01,BTN,32,227
2019-12-01,BTN,0,227
2020-01-01,BTN,55,282
2020-02-01,BTN,64,346
2020-03-01,BTN,72,418
2020-04-01,BTN,252,670
2020-05-01,BTN,189,859
2020-06-01,BTN,8,867
2020-07-01,BTN,19,886
2020-08-01,BTN,275,1161
2020-09-01,BTN,493,1654
2020-10-01,BTN,450,2104
2020-11-01,BTN,439,2543
2020-12-01,BTN,53,2596
2021-01-01,BTN,17,2613
2021-02-01,BTN,9,2622
2021-03-01,BTN,18,2640
2021-04-01,BTN,20,2660
2021-05-01,BTN,2872,5532
2021-06-01,BTN,8314,13846
2021-07-01,BTN,14255,28101
2021-08-01,BTN,31321,59422
2021-09-01,BTN,206,59628
2021-10-01,BTN,196,59824
2021-11-01,BTN,706,60530
2021-12-01,BTN,546,61076
2022-01-01,BTN,1019,62095
2022-02-01,BTN,285,62380
2022-03-01,BTN,123,62503
2022-04-01,BTN,21,62524
2022-05-01,BTN,81,62605
2022-06-01,BTN,15,62620
2022-07-01,BTN,0,62620
2022-07-01,BOL,300,300
2022-08-01,BOL,2256,2556
2022-09-01,BOL,11087,13643
2022-10-01,BOL,34544,48187
2022-11-01,BOL,41812,89999
2022-12-01,BOL,30770,120769
2023-01-01,BOL,17805,138574
2023-02-01,BOL,3901,142475
2023-03-01,BOL,414,142889
2019-12-01,BOL,292,143181
2020-01-01,BOL,3849,147030
2020-02-01,BOL,25768,172798
2020-03-01,BOL,63238,236036
2020-04-01,BOL,22968,259004
2020-05-01,BOL,28356,287360
2020-06-01,BOL,42373,329733
2020-07-01,BOL,75614,405347
2020-08-01,BOL,56367,461714
2020-09-01,BOL,19917,481631
2020-10-01,BOL,13033,494664
2020-11-01,BOL,11486,506150
2020-12-01,BOL,16380,522530
2021-01-01,BOL,41328,563858
2021-02-01,BOL,161601,725459
2021-03-01,BOL,157190,882649
2021-04-01,BOL,14702,897351
2021-05-01,BOL,6537,903888
2021-06-01,BOL,2258,906146
2021-07-01,BOL,6126,912272
2021-08-01,BOL,55940,968212
2021-09-01,BOL,111159,1079371
2021-10-01,BOL,27678,1107049
2021-11-01,BOL,1899,1108948
2021-12-01,BOL,874,1109822
2022-01-01,BOL,20343,1130165
2022-02-01,BOL,48335,1178500
2022-03-01,BOL,12200,1190700
2022-04-01,BOL,3115,1193815
2022-04-01,BES,2,2
2022-05-01,BES,4,6
2022-06-01,BES,1,7
2022-07-01,BES,2,9
2022-08-01,BES,4,13
2022-09-01,BES,8,21
2022-10-01,BES,129,150
2022-11-01,BES,4,154
2022-12-01,BES,18,172
2023-01-01,BES,24,196
2023-02-01,BES,0,196
2023-03-01,BES,0,196
2019-12-01,BES,0,196
2020-01-01,BES,0,196
2020-02-01,BES,0,196
2020-03-01,BES,1403,1599
2020-04-01,BES,20,1619
2020-05-01,BES,53,1672
2020-06-01,BES,84,1756
2020-07-01,BES,176,1932
2020-08-01,BES,409,2341
2020-09-01,BES,292,2633
2020-10-01,BES,505,3138
2020-11-01,BES,2511,5649
2020-12-01,BES,1775,7424
2021-01-01,BES,615,8039
2021-02-01,BES,1345,9384
2021-03-01,BES,602,9986
2021-04-01,BES,233,10219
2021-05-01,BES,348,10567
2021-06-01,BES,432,10999
2021-07-01,BES,280,11279
2021-08-01,BES,116,11395
2021-09-01,BES,95,11490
2021-10-01,BES,171,11661
2021-11-01,BES,115,11776
2021-12-01,BES,21,11797
2022-01-01,BES,7,11804
2022-01-01,BIH,89,89
2022-02-01,BIH,1125,1214
2022-03-01,BIH,1022,2236
2022-04-01,BIH,657,2893
2022-05-01,BIH,5015,7908
2022-06-01,BIH,7627,15535
2022-07-01,BIH,9362,24897
2022-08-01,BIH,7948,32845
2022-09-01,BIH,36780,69625
2022-10-01,BIH,35256,104881
2022-11-01,BIH,12130,117011
2022-12-01,BIH,8391,125402
2023-01-01,BIH,25935,151337
2023-02-01,BIH,37657,188994
2023-03-01,BIH,2160,191154
2019-12-01,BIH,1961,193115
2020-01-01,BIH,9732,202847
2020-02-01,BIH,1883,204730
2020-03-01,BIH,615,205345
2020-04-01,BIH,2922,208267
2020-05-01,BIH,21093,229360
2020-06-01,BIH,17195,246555
2020-07-01,BIH,20439,266994
2020-08-01,BIH,19282,286276
2020-09-01,BIH,37750,324026
2020-10-01,BIH,42424,366450
2020-11-01,BIH,8123,374573
2020-12-01,BIH,1994,376567
2021-01-01,BIH,1202,377769
2021-02-01,BIH,559,378328
2021-03-01,BIH,3654,381982
2021-04-01,BIH,10271,392253
2021-05-01,BIH,5782,398035
2021-06-01,BIH,1549,399584
2021-07-01,BIH,717,400301
2021-08-01,BIH,541,400842
2021-09-01,BIH,390,401232
2021-10-01,BIH,343,401575
2021-11-01,BIH,61,401636
2021-11-01,BWA,15,15
2021-12-01,BWA,9,24
2022-01-01,BWA,55,79
2022-02-01,BWA,443,522
2022-03-01,BWA,692,1214
2022-04-01,BWA,1038,2252
2022-05-01,BWA,1662,3914
2022-06-01,BWA,4311,8225
2022-07-01,BWA,4789,13014
2022-08-01,BWA,4351,17365
2022-09-01,BWA,7561,24926
2022-10-01,BWA,10567,35493
2022-11-01,BWA,8582,44075
2022-12-01,BWA,4966,49041
2023-01-01,BWA,14206,63247
2023-02-01,BWA,22886,86133
2023-03-01,BWA,0,86133
2019-12-01,BWA,5769,91902
2020-01-01,BWA,50478,142380
2020-02-01,BWA,23264,165644
2020-03-01,BWA,18407,184051
2020-04-01,BWA,10078,194129
2020-05-01,BWA,10572,204701
2020-06-01,BWA,35186,239887
2020-07-01,BWA,20604,260491
2020-08-01,BWA,3459,263950
2020-09-01,BWA,41909,305859
2020-10-01,BWA,755,306614
2020-11-01,BWA,11914,318528
2020-12-01,BWA,6313,324841
2021-01-01,BWA,1009,325850
2021-02-01,BWA,277,326127
2021-03-01,BWA,217,326344
2021-04-01,BWA,0,326344
2021-05-01,BWA,3127,328760
2021-06-01,BWA,1070,328581
2021-07-01,BWA,1014,329595
2021-08-01,BWA,132,329727
2021-08-01,BRA,151,151
2021-09-01,BRA,19487,19638
2021-10-01,BRA,200653,220291
2021-11-01,BRA,610390,830681
2021-12-01,BRA,998486,1809371
2022-01-01,BRA,1473856,3283227
2022-02-01,BRA,1004944,4288171
2022-03-01,BRA,772598,5060769
2022-04-01,BRA,577374,5638143
2022-05-01,BRA,1204315,6842458
2022-06-01,BRA,1187240,8029698
2022-07-01,BRA,1742731,9772429
2022-08-01,BRA,1604644,11377073
2022-09-01,BRA,2008307,13385380
2022-10-01,BRA,2146414,15531794
2022-11-01,BRA,1780385,17312179
2022-12-01,BRA,1718398,19030577
2023-01-01,BRA,1294712,20325289
2023-02-01,BRA,656504,20981793
2023-03-01,BRA,30271,21012064
2019-12-01,BRA,26847,21038911
2020-01-01,BRA,439470,21603259
2020-02-01,BRA,314970,21918229
2020-03-01,BRA,287478,22205707
2020-04-01,BRA,518525,22724232
2020-05-01,BRA,5095764,27819996
2020-06-01,BRA,1668781,29488777
2020-07-01,BRA,722157,30210934
2020-08-01,BRA,490966,30701900
2020-09-01,BRA,909869,31611769
2020-10-01,BRA,1465010,33076779
2020-11-01,BRA,1146428,34223207
2020-12-01,BRA,335695,34558902
2021-01-01,BRA,212554,34771320
2021-02-01,BRA,166753,34938073
2021-03-01,BRA,813338,35751411
2021-04-01,BRA,827454,36578865
2021-05-01,BRA,392575,36971440
2021-06-01,BRA,110696,37081209
2021-06-01,VGB,3,3
2021-07-01,VGB,3,6
2021-08-01,VGB,2,8
2021-09-01,VGB,0,8
2021-10-01,VGB,1,9
2021-11-01,VGB,54,63
2021-12-01,VGB,8,71
2022-01-01,VGB,0,71
2022-02-01,VGB,1,72
2022-03-01,VGB,25,97
2022-04-01,VGB,17,114
2022-05-01,VGB,39,153
2022-06-01,VGB,25,178
2022-07-01,VGB,41,219
2022-08-01,VGB,29,248
2022-09-01,VGB,208,456
2022-10-01,VGB,2076,2532
2022-11-01,VGB,108,2640
2022-12-01,VGB,2,2642
2023-01-01,VGB,103,2745
2023-02-01,VGB,71,2816
2023-03-01,VGB,0,2816
2019-12-01,VGB,0,2816
2020-01-01,VGB,1391,4207
2020-02-01,VGB,1721,5928
2020-03-01,VGB,163,6091
2020-04-01,VGB,71,6162
2020-05-01,VGB,411,6573
2020-06-01,VGB,329,6902
2020-07-01,VGB,229,7131
2020-08-01,VGB,0,7131
2020-09-01,VGB,174,7305
2020-10-01,VGB,0,7305
2020-11-01,VGB,0,7305
2020-12-01,VGB,0,7305
2021-01-01,VGB,0,7305
2021-02-01,VGB,0,7305
2021-03-01,VGB,0,7305
2021-03-01,BRN,54,54
2021-04-01,BRN,82,136
2021-05-01,BRN,5,141
2021-06-01,BRN,0,141
2021-07-01,BRN,0,141
2021-08-01,BRN,1,142
2021-09-01,BRN,3,145
2021-10-01,BRN,2,147
2021-11-01,BRN,1,148
2021-12-01,BRN,4,152
2022-01-01,BRN,22,174
2022-02-01,BRN,10,184
2022-03-01,BRN,15,199
2022-04-01,BRN,20,219
2022-05-01,BRN,13,232
2022-06-01,BRN,16,248
2022-07-01,BRN,35,283
2022-08-01,BRN,504,787
2022-09-01,BRN,3536,4323
2022-10-01,BRN,6724,11047
2022-11-01,BRN,3168,14215
2022-12-01,BRN,1165,15362
2023-01-01,BRN,539,15901
2023-02-01,BRN,8091,23992
2023-03-01,BRN,3607,27599
2019-12-01,BRN,0,27599
2020-01-01,BRN,95823,123422
2020-02-01,BRN,16425,139847
2020-03-01,BRN,6468,146315
2020-04-01,BRN,10137,156452
2020-05-01,BRN,38661,195113
2020-06-01,BRN,20170,215283
2020-07-01,BRN,9327,224610
2020-08-01,BRN,9972,234582
2020-09-01,BRN,14279,248861
2020-10-01,BRN,15629,264490
2020-11-01,BRN,9727,274217
2020-12-01,BRN,3224,277441
2021-01-01,BRN,1257,278698
2021-01-01,BGR,331,331
2021-02-01,BGR,916,1247
2021-03-01,BGR,1161,2408
2021-04-01,BGR,1464,3872
2021-05-01,BGR,6440,10312
2021-06-01,BGR,4819,15131
2021-07-01,BGR,3688,18819
2021-08-01,BGR,18743,37562
2021-09-01,BGR,83135,120697
2021-10-01,BGR,76687,197384
2021-11-01,BGR,17312,214696
2021-12-01,BGR,21743,236439
2022-01-01,BGR,91331,327770
2022-02-01,BGR,69330,397100
2022-03-01,BGR,19465,416565
2022-04-01,BGR,4440,421005
2022-05-01,BGR,2624,423629
2022-06-01,BGR,17282,440911
2022-07-01,BGR,51454,492365
2022-08-01,BGR,75708,568073
2022-09-01,BGR,104482,672555
2022-10-01,BGR,61327,733882
2022-11-01,BGR,143499,877381
2022-12-01,BGR,189032,1066413
2023-01-01,BGR,66689,1133102
2023-02-01,BGR,19790,1152892
2023-03-01,BGR,1754,1154646
2019-12-01,BGR,1329,1155975
2020-01-01,BGR,8383,1164358
2020-02-01,BGR,5116,1169474
2020-03-01,BGR,34790,1204264
2020-04-01,BGR,34267,1238531
2020-05-01,BGR,20139,1258670
2020-06-01,BGR,18672,1277342
2020-07-01,BGR,8963,1286305
2020-08-01,BGR,5529,1291834
2020-09-01,BGR,3348,1295182
2020-10-01,BGR,1351,1296533
2020-11-01,BGR,504,1297037
2020-11-01,BFA,318,318
2020-12-01,BFA,334,652
2021-01-01,BFA,236,888
2021-02-01,BFA,99,987
2021-03-01,BFA,156,1143
2021-04-01,BFA,209,1352
2021-05-01,BFA,802,2154
2021-06-01,BFA,346,2500
2021-07-01,BFA,316,2816
2021-08-01,BFA,4124,6940
2021-09-01,BFA,3640,10580
2021-10-01,BFA,1573,12153
2021-11-01,BFA,650,12803
2021-12-01,BFA,516,13319
2022-01-01,BFA,133,13452
2022-02-01,BFA,42,13494
2022-03-01,BFA,79,13573
2022-04-01,BFA,186,13759
2022-05-01,BFA,531,14290
2022-06-01,BFA,503,14793
2022-07-01,BFA,1207,16000
2022-08-01,BFA,1632,17632
2022-09-01,BFA,2979,20611
2022-10-01,BFA,140,20751
2022-11-01,BFA,107,20858
2022-12-01,BFA,7,20865
2023-01-01,BFA,34,20899
2023-02-01,BFA,145,21044
2023-03-01,BFA,0,21044
2019-12-01,BFA,0,21044
2020-01-01,BFA,84,21128
2020-02-01,BFA,0,21128
2020-03-01,BFA,503,21631
2020-04-01,BFA,0,21631
2020-05-01,BFA,0,21631
2020-06-01,BFA,375,22006
2020-07-01,BFA,19,22025
2020-08-01,BFA,31,22056
2020-08-01,BDI,3,3
2020-09-01,BDI,12,15
2020-10-01,BDI,48,63
2020-11-01,BDI,128,191
2020-12-01,BDI,204,395
2021-01-01,BDI,65,460
2021-02-01,BDI,53,513
2021-03-01,BDI,72,585
2021-04-01,BDI,96,681
2021-05-01,BDI,141,822
2021-06-01,BDI,791,1613
2021-07-01,BDI,568,2181
2021-08-01,BDI,730,2911
2021-09-01,BDI,1107,4018
2021-10-01,BDI,863,4881
2021-11-01,BDI,613,5494
2021-12-01,BDI,1586,7080
2022-01-01,BDI,5505,12585
2022-02-01,BDI,5686,18271
2022-03-01,BDI,1768,20039
2022-04-01,BDI,347,20386
2022-05-01,BDI,6980,27366
2022-06-01,BDI,9933,37299
2022-07-01,BDI,851,38150
2022-08-01,BDI,369,38519
2022-09-01,BDI,1479,39998
2022-10-01,BDI,2131,42129
2022-11-01,BDI,569,42698
2022-12-01,BDI,2610,45308
2023-01-01,BDI,4062,49370
2023-02-01,BDI,823,50193
2023-03-01,BDI,0,50193
2019-12-01,BDI,32,50225
2020-01-01,BDI,245,50470
2020-02-01,BDI,548,51018
2020-03-01,BDI,1144,52162
2020-04-01,BDI,1330,53492
2020-05-01,BDI,139,53631
2020-05-01,KHM,1,138719
2020-06-01,KHM,0,1
2020-07-01,KHM,98,99
2020-08-01,KHM,23,122
2020-09-01,KHM,3,125
2020-10-01,KHM,16,141
2020-11-01,KHM,99,240
2020-12-01,KHM,33,273
2021-01-01,KHM,5,278
2021-02-01,KHM,13,291
2021-03-01,KHM,24,315
2021-04-01,KHM,49,364
2021-05-01,KHM,101,465
2021-06-01,KHM,340,805
2021-07-01,KHM,1342,2147
2021-08-01,KHM,11643,13790
2021-09-01,KHM,15035,28825
2021-10-01,KHM,24473,53298
2021-11-01,KHM,23945,77243
2021-12-01,KHM,14527,91770
2022-01-01,KHM,21287,113057
2022-02-01,KHM,5370,118427
2022-03-01,KHM,1637,120064
2022-04-01,KHM,381,120445
2022-05-01,KHM,797,121242
2022-06-01,KHM,8306,129548
2022-07-01,KHM,6166,135714
2022-08-01,KHM,537,136251
2022-09-01,KHM,11,136262
2022-10-01,KHM,28,136290
2022-11-01,KHM,463,136753
2022-12-01,KHM,785,137538
2023-01-01,KHM,343,137881
2023-02-01,KHM,104,137985
2023-03-01,KHM,7,137992
2019-12-01,KHM,3,137995
2020-01-01,KHM,111,138106
2020-02-01,KHM,458,138564
2020-03-01,KHM,130,138694
2020-04-01,KHM,25,138719
2020-05-01,CMR,658,658
2020-06-01,CMR,1446,2104
2020-07-01,CMR,4481,6585
2020-08-01,CMR,8331,14916
2020-09-01,CMR,2802,17718
2020-10-01,CMR,1691,19409
2020-11-01,CMR,1515,20924
2020-12-01,CMR,1179,22103
2021-01-01,CMR,2649,24752
2021-02-01,CMR,2096,26848
2021-03-01,CMR,3465,30313
2021-04-01,CMR,5401,35714
2021-05-01,CMR,21623,57337
2021-06-01,CMR,14913,72250
2021-07-01,CMR,6679,78929
2021-08-01,CMR,1929,80858
2021-09-01,CMR,1206,82064
2021-10-01,CMR,2146,84210
2021-11-01,CMR,8093,92303
2021-12-01,CMR,10196,102499
2022-01-01,CMR,4649,107148
2022-02-01,CMR,2219,109367
2022-03-01,CMR,7351,116718
2022-04-01,CMR,2522,119240
2022-05-01,CMR,304,119544
2022-06-01,CMR,236,119780
2022-07-01,CMR,167,119947
2022-08-01,CMR,121,120068
2022-09-01,CMR,147,120215
2022-10-01,CMR,1437,121652
2022-11-01,CMR,0,121652
2022-12-01,CMR,1977,123629
2023-01-01,CMR,364,123993
2023-02-01,CMR,0,123993
2023-03-01,CMR,0,123993
2019-12-01,CMR,0,123993
2020-01-01,CMR,0,123993
2020-02-01,CMR,399,124392
2020-02-01,CAN,1004,4609458
2020-03-01,CAN,20,22
2020-04-01,CAN,5489,5511
2020-05-01,CAN,51703,57214
2020-06-01,CAN,32292,89506
2020-07-01,CAN,13430,102936
2020-08-01,CAN,13498,116434
2020-09-01,CAN,10960,127394
2020-10-01,CAN,24125,151519
2020-11-01,CAN,80576,232095
2020-12-01,CAN,126793,358888
2021-01-01,CAN,231361,590249
2021-02-01,CAN,181069,771318
2021-03-01,CAN,90950,862268
2021-04-01,CAN,96272,958540
2021-05-01,CAN,264024,1222564
2021-06-01,CAN,155034,1377598
2021-07-01,CAN,38699,1416297
2021-08-01,CAN,17293,1433590
2021-09-01,CAN,54231,1487821
2021-10-01,CAN,141205,1629026
2021-11-01,CAN,85255,1714281
2021-12-01,CAN,70561,1784842
2022-01-01,CAN,395957,2180799
2022-02-01,CAN,839309,3020108
2022-03-01,CAN,260345,3280453
2022-04-01,CAN,156007,3436460
2022-05-01,CAN,321065,3749479
2022-06-01,CAN,124301,3873780
2022-07-01,CAN,88554,3962334
2022-08-01,CAN,122639,4084973
2022-09-01,CAN,106104,4183162
2022-10-01,CAN,95268,4278430
2022-11-01,CAN,83868,4362298
2022-12-01,CAN,64944,4427242
2023-01-01,CAN,75108,4502350
2023-02-01,CAN,58102,4560452
2023-03-01,CAN,3662,4564114
2019-12-01,CAN,5475,4569589
2020-01-01,CAN,38867,4608456
2020-02-01,CPV,11,11
2020-03-01,CPV,324,335
2020-04-01,CPV,446,781
2020-05-01,CPV,1326,2107
2020-06-01,CPV,1146,3253
2020-07-01,CPV,1651,4904
2020-08-01,CPV,2997,7901
2020-09-01,CPV,2059,9960
2020-10-01,CPV,1435,11395
2020-11-01,CPV,1744,13139
2020-12-01,CPV,1646,14785
2021-01-01,CPV,1770,16555
2021-02-01,CPV,4226,20781
2021-03-01,CPV,7629,28410
2021-04-01,CPV,3294,31704
2021-05-01,CPV,1652,33356
2021-06-01,CPV,1089,34445
2021-07-01,CPV,2249,36694
2021-08-01,CPV,1358,38052
2021-09-01,CPV,250,38302
2021-10-01,CPV,317,38619
2021-11-01,CPV,16018,54637
2021-12-01,CPV,1209,55846
2022-01-01,CPV,85,55931
2022-02-01,CPV,62,55993
2022-03-01,CPV,134,56127
2022-04-01,CPV,1135,57262
2022-05-01,CPV,4702,61964
2022-06-01,CPV,290,62254
2022-07-01,CPV,102,62356
2022-08-01,CPV,41,62397
2022-09-01,CPV,313,62710
2022-10-01,CPV,468,63178
2022-11-01,CPV,44,63222
2022-12-01,CPV,15,63237
2023-01-01,CPV,7,63244
2023-01-01,CYM,8,8
2023-02-01,CYM,62,70
2023-03-01,CYM,3,73
2019-12-01,CYM,1,74
2020-01-01,CYM,67,141
2020-02-01,CYM,55,196
2020-03-01,CYM,7,203
2020-04-01,CYM,2,205
2020-05-01,CYM,8,213
2020-06-01,CYM,27,240
2020-07-01,CYM,29,269
2020-08-01,CYM,69,338
2020-09-01,CYM,49,387
2020-10-01,CYM,57,444
2020-11-01,CYM,57,501
2020-12-01,CYM,42,543
2021-01-01,CYM,41,584
2021-02-01,CYM,30,614
2021-03-01,CYM,28,642
2021-04-01,CYM,27,669
2021-05-01,CYM,184,853
2021-06-01,CYM,643,1496
2021-07-01,CYM,5103,6599
2021-08-01,CYM,2219,8818
2021-09-01,CYM,4970,13788
2021-10-01,CYM,5585,19373
2021-11-01,CYM,1233,20606
2021-12-01,CYM,1617,22223
2022-01-01,CYM,3095,25318
2022-02-01,CYM,2276,27594
2022-03-01,CYM,1190,28784
2022-04-01,CYM,1273,30057
2022-05-01,CYM,604,30661
2022-06-01,CYM,345,31006
2022-07-01,CYM,353,31359
2022-08-01,CYM,113,31472
2022-09-01,CYM,0,31472
2022-10-01,CYM,0,31472
2022-11-01,CYM,0,31472
2022-11-01,CAF,8,8
2022-12-01,CAF,135,143
2023-01-01,CAF,1901,2044
2023-02-01,CAF,2215,4259
2023-03-01,CAF,62,4321
2019-12-01,CAF,41,4362
2020-01-01,CAF,290,4652
2020-02-01,CAF,84,4736
2020-03-01,CAF,119,4855
2020-04-01,CAF,29,4884
2020-05-01,CAF,52,4936
2020-06-01,CAF,37,4973
2020-07-01,CAF,16,4989
2020-08-01,CAF,75,5064
2020-09-01,CAF,618,5682
2020-10-01,CAF,1184,6866
2020-11-01,CAF,235,7101
2020-12-01,CAF,41,7142
2021-01-01,CAF,4109,11251
2021-02-01,CAF,58,11309
2021-03-01,CAF,160,11469
2021-04-01,CAF,110,11579
2021-05-01,CAF,382,11961
2021-06-01,CAF,689,12650
2021-07-01,CAF,1460,14110
2021-08-01,CAF,539,14649
2021-09-01,CAF,0,14649
2021-10-01,CAF,0,14649
2021-11-01,CAF,0,14649
2021-12-01,CAF,63,14712
2022-01-01,CAF,91,14803
2022-02-01,CAF,101,14904
2022-03-01,CAF,53,14957
2022-04-01,CAF,332,15289
2022-05-01,CAF,22,15311
2022-06-01,CAF,40,15351
2022-07-01,CAF,17,15368
2022-08-01,CAF,0,15368
2022-08-01,TCD,3,3
2022-09-01,TCD,43,46
2022-10-01,TCD,732,778
2022-11-01,TCD,88,866
2022-12-01,TCD,49,915
2023-01-01,TCD,97,1012
2023-02-01,TCD,166,1178
2023-03-01,TCD,22,1200
2019-12-01,TCD,11,1211
2020-01-01,TCD,272,1483
2020-02-01,TCD,180,1663
2020-03-01,TCD,478,2141
2020-04-01,TCD,1180,3321
2020-05-01,TCD,768,4089
2020-06-01,TCD,484,4573
2020-07-01,TCD,244,4817
2020-08-01,TCD,121,4938
2020-09-01,TCD,13,4951
2020-10-01,TCD,22,4973
2020-11-01,TCD,22,4995
2020-12-01,TCD,47,5042
2021-01-01,TCD,65,5107
2021-02-01,TCD,596,5703
2021-03-01,TCD,0,5703
2021-04-01,TCD,1372,7075
2021-05-01,TCD,182,7257
2021-06-01,TCD,53,7310
2021-07-01,TCD,101,7411
2021-08-01,TCD,6,7417
2021-09-01,TCD,8,7425
2021-10-01,TCD,12,7437
2021-11-01,TCD,101,7538
2021-12-01,TCD,45,7583
2022-01-01,TCD,44,7627
2022-02-01,TCD,19,7646
2022-03-01,TCD,4,7650
2022-04-01,TCD,2,7652
2022-05-01,TCD,26,7678
2022-06-01,TCD,0,7678
2022-06-01,CHL,461,461
2022-07-01,CHL,12713,13174
2022-08-01,CHL,57271,70445
2022-09-01,CHL,160948,231393
2022-10-01,CHL,109911,341304
2022-11-01,CHL,52465,393769
2022-12-01,CHL,49058,442827
2023-01-01,CHL,56079,498906
2023-02-01,CHL,38679,537585
2023-03-01,CHL,4495,542080
2019-12-01,CHL,2012,544092
2020-01-01,CHL,46822,590914
2020-02-01,CHL,89826,680740
2020-03-01,CHL,127132,807872
2020-04-01,CHL,139911,947783
2020-05-01,CHL,236488,1184271
2020-06-01,CHL,160347,1344618
2020-07-01,CHL,183791,1528409
2020-08-01,CHL,83508,1611917
2020-09-01,CHL,23256,1635173
2020-10-01,CHL,13377,1648550
2020-11-01,CHL,37768,1686318
2020-12-01,CHL,62781,1749099
2021-01-01,CHL,53792,1802891
2021-02-01,CHL,217191,2020082
2021-03-01,CHL,901049,2921131
2021-04-01,CHL,494858,3415989
2021-05-01,CHL,135394,3551383
2021-06-01,CHL,105805,3657188
2021-07-01,CHL,258465,3915653
2021-08-01,CHL,289171,4204824
2021-09-01,CHL,257045,4461869
2021-10-01,CHL,154425,4616294
2021-11-01,CHL,112644,4728938
2021-12-01,CHL,160248,4889186
2022-01-01,CHL,131223,5020409
2022-02-01,CHL,88520,5108929
2022-03-01,CHL,45087,5154016
2022-04-01,CHL,23754,5177770
2022-04-01,CHN,36231,36778
2022-05-01,CHN,44049,80827
2022-06-01,CHN,3336,84163
2022-07-01,CHN,1831,85973
2022-08-01,CHN,586,86559
2022-09-01,CHN,621,87180
2022-10-01,CHN,1760,88940
2022-11-01,CHN,828,89768
2022-12-01,CHN,990,90758
2023-01-01,CHN,1797,92555
2023-02-01,CHN,570,93125
2023-03-01,CHN,67,93192
2019-12-01,CHN,33,93225
2020-01-01,CHN,1878,95103
2020-02-01,CHN,2532,97635
2020-03-01,CHN,680,98315
2020-04-01,CHN,733,99048
2020-05-01,CHN,971,100019
2020-06-01,CHN,1088,101107
2020-07-01,CHN,1119,102226
2020-08-01,CHN,3055,105281
2020-09-01,CHN,1399,106680
2020-10-01,CHN,1271,107951
2020-11-01,CHN,2571,110522
2020-12-01,CHN,2111,112633
2021-01-01,CHN,6340,118973
2021-02-01,CHN,2960,121933
2021-03-01,CHN,28558,150491
2021-04-01,CHN,367389,517880
2021-05-01,CHN,359227,877107
2021-06-01,CHN,9758,886865
2021-07-01,CHN,7291,894156
2021-08-01,CHN,39132,933288
2021-09-01,CHN,44963,978251
2021-10-01,CHN,38838,1017089
2021-11-01,CHN,179598,1196687
2021-12-01,CHN,694665,1891352
2022-01-01,CHN,132552,2023904
2022-02-01,CHN,0,2023904
2022-03-01,CHN,0,2023904
2022-03-01,COL,75,75
2022-04-01,COL,2904,2979
2022-05-01,COL,13956,16935
2022-06-01,COL,37996,54931
2022-07-01,COL,156107,211038
2022-08-01,COL,278084,489122
2022-09-01,COL,239468,728590
2022-10-01,COL,245549,974139
2022-11-01,COL,236989,1211128
2022-12-01,COL,233518,1444646
2023-01-01,COL,494425,1939071
2023-02-01,COL,263527,2202598
2023-03-01,COL,14403,2217001
2019-12-01,COL,9261,2226262
2020-01-01,COL,110968,2337230
2020-02-01,COL,315717,2652947
2020-03-01,COL,579509,3232456
2020-04-01,COL,712710,3945166
2020-05-01,COL,782680,4727846
2020-06-01,COL,161691,4889537
2020-07-01,COL,51527,4941064
2020-08-01,COL,49986,4991050
2020-09-01,COL,57011,5048061
2020-10-01,COL,59262,5107323
2020-11-01,COL,632856,5740179
2020-12-01,COL,306863,6047042
2021-01-01,COL,36601,6083643
2021-02-01,COL,7700,6091343
2021-03-01,COL,7768,6099111
2021-04-01,COL,32546,6131657
2021-05-01,COL,115977,6247634
2021-06-01,COL,45496,6293130
2021-07-01,COL,12432,6305562
2021-08-01,COL,3606,6309168
2021-09-01,COL,3489,6312657
2021-10-01,COL,16332,6328989
2021-11-01,COL,19367,6348356
2021-12-01,COL,8112,6356468
2022-01-01,COL,1764,6358232
2022-01-01,COM,34,34
2022-02-01,COM,176,210
2022-03-01,COM,118,328
2022-04-01,COM,71,399
2022-05-01,COM,71,470
2022-06-01,COM,26,496
2022-07-01,COM,96,592
2022-08-01,COM,51,643
2022-09-01,COM,760,1403
2022-10-01,COM,2055,3458
2022-11-01,COM,199,3657
2022-12-01,COM,152,3809
2023-01-01,COM,55,3864
2023-02-01,COM,41,3905
2023-03-01,COM,3,3908
2019-12-01,COM,4,3912
2020-01-01,COM,99,4011
2020-02-01,COM,28,4039
2020-03-01,COM,71,4110
2020-04-01,COM,81,4191
2020-05-01,COM,275,4466
2020-06-01,COM,211,4677
2020-07-01,COM,3094,7771
2020-08-01,COM,253,8024
2020-09-01,COM,54,8078
2020-10-01,COM,25,8103
