date,iso_code,weekly_new_cases,weekly_total_cases
29-12-19 00:00,AFG,5,5
05-01-20 00:00,AFG,0,5
12-01-20 00:00,AFG,3,8
19-01-20 00:00,AFG,18,26
26-01-20 00:00,AFG,18,42
02-02-20 00:00,AFG,124,166
09-02-20 00:00,AFG,201,367
16-02-20 00:00,AFG,298,665
23-02-20 00:00,AFG,361,1026
01-03-20 00:00,AFG,677,1703
08-03-20 00:00,AFG,766,2469
15-03-20 00:00,AFG,2498,4967
22-03-20 00:00,AFG,2688,7655
29-03-20 00:00,AFG,4262,11917
05-04-20 00:00,AFG,4661,16578
12-04-20 00:00,AFG,4730,21308
19-04-20 00:00,AFG,4411,25719
26-04-20 00:00,AFG,3848,29567
03-05-20 00:00,AFG,1878,31445
10-05-20 00:00,AFG,2025,33470
17-05-20 00:00,AFG,1356,34826
24-05-20 00:00,AFG,875,35701
31-05-20 00:00,AFG,753,36454
07-06-20 00:00,AFG,379,36833
14-06-20 00:00,AFG,522,37355
21-06-20 00:00,AFG,330,37685
28-06-20 00:00,AFG,471,38156
05-07-20 00:00,AFG,126,38282
12-07-20 00:00,AFG,324,38606
19-07-20 00:00,AFG,295,38901
26-07-20 00:00,AFG,281,39182
02-08-20 00:00,AFG,158,39340
09-08-20 00:00,AFG,232,39572
16-08-20 00:00,AFG,442,40014
23-08-20 00:00,AFG,447,40461
30-08-20 00:00,AFG,476,40937
06-09-20 00:00,AFG,696,41633
13-09-20 00:00,AFG,664,42297
20-09-20 00:00,AFG,1106,43403
27-09-20 00:00,AFG,1585,44988
04-10-20 00:00,AFG,1510,46498
11-10-20 00:00,AFG,1638,48136
18-10-20 00:00,AFG,1348,49484
25-10-20 00:00,AFG,1404,50888
01-11-20 00:00,AFG,1259,52147
08-11-20 00:00,AFG,864,53011
15-11-20 00:00,AFG,573,53584
22-11-20 00:00,AFG,557,54141
29-11-20 00:00,AFG,609,54750
06-12-20 00:00,AFG,371,55121
13-12-20 00:00,AFG,263,55384
20-12-20 00:00,AFG,134,55518
27-12-20 00:00,AFG,128,55646
03-01-21 00:00,AFG,113,55759
10-01-21 00:00,AFG,117,55876
17-01-21 00:00,AFG,119,55995
24-01-21 00:00,AFG,182,56177
31-01-21 00:00,AFG,207,56384
07-02-21 00:00,AFG,395,56779
14-02-21 00:00,AFG,585,57364
21-02-21 00:00,AFG,673,58037
28-02-21 00:00,AFG,1188,59225
07-03-21 00:00,AFG,1338,60563
14-03-21 00:00,AFG,1840,62403
21-03-21 00:00,AFG,1416,63819
28-03-21 00:00,AFG,3084,66903
04-04-21 00:00,AFG,6074,72977
11-04-21 00:00,AFG,9349,82326
18-04-21 00:00,AFG,10946,93272
25-04-21 00:00,AFG,12477,105749
02-05-21 00:00,AFG,11409,117158
09-05-21 00:00,AFG,10306,127464
16-05-21 00:00,AFG,8425,135889
23-05-21 00:00,AFG,6525,142414
30-05-21 00:00,AFG,2594,145008
06-06-21 00:00,AFG,3564,148572
13-06-21 00:00,AFG,2441,151013
20-06-21 00:00,AFG,1230,152243
27-06-21 00:00,AFG,417,152660
04-07-21 00:00,AFG,560,153220
11-07-21 00:00,AFG,406,153626
18-07-21 00:00,AFG,554,154180
25-07-21 00:00,AFG,532,154712
01-08-21 00:00,AFG,381,155093
08-08-21 00:00,AFG,216,155309
15-08-21 00:00,AFG,290,155599
22-08-21 00:00,AFG,202,155801
29-08-21 00:00,AFG,270,156071
05-09-21 00:00,AFG,236,156307
12-09-21 00:00,AFG,90,156397
19-09-21 00:00,AFG,252,156649
26-09-21 00:00,AFG,366,157015
03-10-21 00:00,AFG,274,157289
10-10-21 00:00,AFG,219,157508
17-10-21 00:00,AFG,152,157660
24-10-21 00:00,AFG,156,157816
31-10-21 00:00,AFG,182,157998
07-11-21 00:00,AFG,213,158205
14-11-21 00:00,AFG,266,158471
21-11-21 00:00,AFG,503,158974
28-11-21 00:00,AFG,1278,160252
05-12-21 00:00,AFG,3303,163555
12-12-21 00:00,AFG,4184,167739
19-12-21 00:00,AFG,3683,171422
26-12-21 00:00,AFG,1294,172716
02-01-22 00:00,AFG,1163,173879
09-01-22 00:00,AFG,1474,175353
16-01-22 00:00,AFG,1218,176571
23-01-22 00:00,AFG,684,177255
30-01-22 00:00,AFG,403,177658
06-02-22 00:00,AFG,274,177932
13-02-22 00:00,AFG,325,178257
20-02-22 00:00,AFG,256,178513
27-02-22 00:00,AFG,256,178769
06-03-22 00:00,AFG,132,178901
13-03-22 00:00,AFG,116,179017
20-03-22 00:00,AFG,311,179328
27-03-22 00:00,AFG,443,179771
03-04-22 00:00,AFG,576,180347
10-04-22 00:00,AFG,394,180741
17-04-22 00:00,AFG,437,181178
24-04-22 00:00,AFG,630,181808
01-05-22 00:00,AFG,516,182324
08-05-22 00:00,AFG,469,182793
15-05-22 00:00,AFG,479,183272
22-05-22 00:00,AFG,636,183908
29-05-22 00:00,AFG,1178,185086
05-06-22 00:00,AFG,1034,186120
12-06-22 00:00,AFG,1846,187966
19-06-22 00:00,AFG,1511,189477
26-06-22 00:00,AFG,1770,191247
03-07-22 00:00,AFG,1757,193004
10-07-22 00:00,AFG,1610,194614
17-07-22 00:00,AFG,1790,196404
24-07-22 00:00,AFG,1204,197608
31-07-22 00:00,AFG,1142,198750
07-08-22 00:00,AFG,940,199690
14-08-22 00:00,AFG,936,200626
21-08-22 00:00,AFG,877,201503
28-08-22 00:00,AFG,844,202347
04-09-22 00:00,AFG,820,203167
11-09-22 00:00,AFG,775,203942
18-09-22 00:00,AFG,782,204724
25-09-22 00:00,AFG,600,205324
02-10-22 00:00,AFG,506,205830
09-10-22 00:00,AFG,501,206331
16-10-22 00:00,AFG,412,206743
23-10-22 00:00,AFG,403,207146
30-10-22 00:00,AFG,314,207460
06-11-22 00:00,AFG,194,207654
13-11-22 00:00,AFG,212,207866
20-11-22 00:00,AFG,143,208009
27-11-22 00:00,AFG,280,208289
04-12-22 00:00,AFG,256,208545
11-12-22 00:00,AFG,224,208721
18-12-22 00:00,AFG,315,209036
25-12-22 00:00,AFG,145,209181
01-01-23 00:00,AFG,141,209322
08-01-23 00:00,AFG,47,209369
08-01-23 00:00,ALB,,
15-01-23 00:00,ALB,,
22-01-23 00:00,ALB,23,23
29-01-23 00:00,ALB,41,64
05-02-23 00:00,ALB,110,174
12-02-23 00:00,ALB,103,277
19-02-23 00:00,ALB,132,409
26-02-23 00:00,ALB,109,518
05-03-23 00:00,ALB,44,562
29-12-19 00:00,ALB,47,609
05-01-20 00:00,ALB,141,750
12-01-20 00:00,ALB,70,820
19-01-20 00:00,ALB,56,876
26-01-20 00:00,ALB,73,949
02-02-20 00:00,ALB,80,1029
09-02-20 00:00,ALB,135,1164
16-02-20 00:00,ALB,135,1299
23-02-20 00:00,ALB,373,1672
01-03-20 00:00,ALB,375,2047
08-03-20 00:00,ALB,488,2535
15-03-20 00:00,ALB,503,3038
22-03-20 00:00,ALB,629,3667
29-03-20 00:00,ALB,623,4290
05-04-20 00:00,ALB,707,4997
12-04-20 00:00,ALB,753,5750
19-04-20 00:00,ALB,926,6676
26-04-20 00:00,ALB,978,7654
03-05-20 00:00,ALB,1105,8759
10-05-20 00:00,ALB,847,9606
17-05-20 00:00,ALB,947,10553
24-05-20 00:00,ALB,1119,11672
31-05-20 00:00,ALB,994,12666
07-06-20 00:00,ALB,852,13518
14-06-20 00:00,ALB,1050,14568
21-06-20 00:00,ALB,1184,15752
28-06-20 00:00,ALB,1899,17651
05-07-20 00:00,ALB,2078,19729
12-07-20 00:00,ALB,2175,21904
19-07-20 00:00,ALB,3390,25294
26-07-20 00:00,ALB,3832,29126
02-08-20 00:00,ALB,5174,34300
09-08-20 00:00,ALB,4714,39014
16-08-20 00:00,ALB,5422,44436
23-08-20 00:00,ALB,5564,50000
30-08-20 00:00,ALB,3814,53814
06-09-20 00:00,ALB,3332,57146
13-09-20 00:00,ALB,3137,60283
20-09-20 00:00,ALB,4344,64627
27-09-20 00:00,ALB,3941,68568
04-10-20 00:00,ALB,5123,73691
11-10-20 00:00,ALB,6243,79934
18-10-20 00:00,ALB,7594,87528
25-10-20 00:00,ALB,7123,94651
01-11-20 00:00,ALB,7655,102306
08-11-20 00:00,ALB,6517,108823
15-11-20 00:00,ALB,5386,114209
22-11-20 00:00,ALB,4283,118492
29-11-20 00:00,ALB,3355,121847
06-12-20 00:00,ALB,2876,124723
13-12-20 00:00,ALB,2213,126936
20-12-20 00:00,ALB,1816,128752
27-12-20 00:00,ALB,1090,129842
03-01-21 00:00,ALB,894,130736
10-01-21 00:00,ALB,591,131327
17-01-21 00:00,ALB,476,131803
24-01-21 00:00,ALB,268,132071
31-01-21 00:00,ALB,158,132229
07-02-21 00:00,ALB,108,132337
14-02-21 00:00,ALB,60,132397
21-02-21 00:00,ALB,72,132469
28-02-21 00:00,ALB,27,132496
07-03-21 00:00,ALB,18,132514
14-03-21 00:00,ALB,30,132544
21-03-21 00:00,ALB,64,132608
28-03-21 00:00,ALB,132,132740
04-04-21 00:00,ALB,182,132922
11-04-21 00:00,ALB,289,133211
18-04-21 00:00,ALB,990,134201
25-04-21 00:00,ALB,2397,136598
02-05-21 00:00,ALB,3923,140521
09-05-21 00:00,ALB,5866,146387
16-05-21 00:00,ALB,5852,152239
23-05-21 00:00,ALB,6192,158431
30-05-21 00:00,ALB,5845,164276
06-06-21 00:00,ALB,4506,168782
13-06-21 00:00,ALB,3836,172618
20-06-21 00:00,ALB,3046,175664
27-06-21 00:00,ALB,3140,178804
04-07-21 00:00,ALB,3806,182610
11-07-21 00:00,ALB,3612,186222
18-07-21 00:00,ALB,3903,190125
25-07-21 00:00,ALB,3731,193856
01-08-21 00:00,ALB,3311,197167
08-08-21 00:00,ALB,2778,199945
15-08-21 00:00,ALB,2350,202295
22-08-21 00:00,ALB,2006,204301
29-08-21 00:00,ALB,1972,206273
05-09-21 00:00,ALB,2079,208352
12-09-21 00:00,ALB,3669,212021
19-09-21 00:00,ALB,10643,222664
26-09-21 00:00,ALB,13822,236486
03-10-21 00:00,ALB,12373,248859
10-10-21 00:00,ALB,9684,258543
17-10-21 00:00,ALB,7173,265716
24-10-21 00:00,ALB,2775,268491
31-10-21 00:00,ALB,1964,270455
07-11-21 00:00,ALB,1247,271702
14-11-21 00:00,ALB,635,272337
21-11-21 00:00,ALB,374,272711
28-11-21 00:00,ALB,435,273146
05-12-21 00:00,ALB,383,273529
12-12-21 00:00,ALB,471,274000
19-12-21 00:00,ALB,272,274272
26-12-21 00:00,ALB,263,274535
02-01-22 00:00,ALB,327,274862
09-01-22 00:00,ALB,329,275191
16-01-22 00:00,ALB,225,275416
23-01-22 00:00,ALB,272,275688
30-01-22 00:00,ALB,251,275939
06-02-22 00:00,ALB,162,276101
13-02-22 00:00,ALB,367,276468
20-02-22 00:00,ALB,353,276821
27-02-22 00:00,ALB,842,277663
06-03-22 00:00,ALB,1504,279167
13-03-22 00:00,ALB,3523,282690
20-03-22 00:00,ALB,6701,289391
27-03-22 00:00,ALB,9187,298578
03-04-22 00:00,ALB,8211,306789
10-04-22 00:00,ALB,6793,313582
17-04-22 00:00,ALB,5056,318638
24-04-22 00:00,ALB,4199,322837
01-05-22 00:00,ALB,3950,326787
08-05-22 00:00,ALB,2230,329017
15-05-22 00:00,ALB,1266,330283
22-05-22 00:00,ALB,908,331191
29-05-22 00:00,ALB,524,331715
05-06-22 00:00,ALB,351,332066
12-06-22 00:00,ALB,271,332337
19-06-22 00:00,ALB,197,332534
26-06-22 00:00,ALB,139,332673
03-07-22 00:00,ALB,143,332816
10-07-22 00:00,ALB,153,332969
17-07-22 00:00,ALB,102,333071
24-07-22 00:00,ALB,126,333197
31-07-22 00:00,ALB,85,333282
07-08-22 00:00,ALB,56,333338
14-08-22 00:00,ALB,117,333455
21-08-22 00:00,ALB,112,333567
28-08-22 00:00,ALB,119,333686
04-09-22 00:00,ALB,65,333751
11-09-22 00:00,ALB,61,333812
18-09-22 00:00,ALB,183,333995
25-09-22 00:00,ALB,69,334064
02-10-22 00:00,ALB,49,334113
09-10-22 00:00,ALB,54,334167
16-10-22 00:00,ALB,44,334211
23-10-22 00:00,ALB,53,334264
30-10-22 00:00,ALB,72,334336
06-11-22 00:00,ALB,55,334391
13-11-22 00:00,ALB,36,334427
13-11-22 00:00,DZA,1,1
20-11-22 00:00,DZA,11,12
27-11-22 00:00,DZA,12,24
04-12-22 00:00,DZA,63,87
11-12-22 00:00,DZA,280,367
18-12-22 00:00,DZA,619,986
25-12-22 00:00,DZA,680,1666
01-01-23 00:00,DZA,602,2268
08-01-23 00:00,DZA,739,3007
15-01-23 00:00,DZA,999,4006
22-01-23 00:00,DZA,1176,5182
29-01-23 00:00,DZA,1260,6442
05-02-23 00:00,DZA,1286,7728
12-02-23 00:00,DZA,1269,8997
19-02-23 00:00,DZA,834,9831
26-02-23 00:00,DZA,758,10589
05-03-23 00:00,DZA,330,10919
29-12-19 00:00,DZA,228,11147
05-01-20 00:00,DZA,929,12076
12-01-20 00:00,DZA,1831,13907
19-01-20 00:00,DZA,2972,16879
26-01-20 00:00,DZA,3337,20216
02-02-20 00:00,DZA,4062,24278
09-02-20 00:00,DZA,4337,28615
16-02-20 00:00,DZA,3889,32504
23-02-20 00:00,DZA,3700,36204
01-03-20 00:00,DZA,3240,39444
08-03-20 00:00,DZA,2784,42228
15-03-20 00:00,DZA,2605,44833
22-03-20 00:00,DZA,2105,46938
29-03-20 00:00,DZA,1796,48734
05-04-20 00:00,DZA,1480,50214
12-04-20 00:00,DZA,1154,51368
19-04-20 00:00,DZA,1031,52399
26-04-20 00:00,DZA,1000,53399
03-05-20 00:00,DZA,1430,54829
10-05-20 00:00,DZA,1877,56706
17-05-20 00:00,DZA,2273,58979
24-05-20 00:00,DZA,4467,63446
31-05-20 00:00,DZA,6145,69591
07-06-20 00:00,DZA,7409,77000
14-06-20 00:00,DZA,7152,84152
21-06-20 00:00,DZA,5264,89416
28-06-20 00:00,DZA,3649,93065
05-07-20 00:00,DZA,3004,96069
12-07-20 00:00,DZA,2919,98988
19-07-20 00:00,DZA,1885,100873
26-07-20 00:00,DZA,1768,102641
02-08-20 00:00,DZA,1700,104341
09-08-20 00:00,DZA,1756,106097
16-08-20 00:00,DZA,1744,107841
23-08-20 00:00,DZA,1718,109559
30-08-20 00:00,DZA,1510,111069
06-09-20 00:00,DZA,1210,112279
13-09-20 00:00,DZA,1151,113430
20-09-20 00:00,DZA,1113,114543
27-09-20 00:00,DZA,997,115540
04-10-20 00:00,DZA,809,116349
11-10-20 00:00,DZA,712,117061
18-10-20 00:00,DZA,818,117879
25-10-20 00:00,DZA,920,118799
01-11-20 00:00,DZA,1193,119992
08-11-20 00:00,DZA,1352,121344
15-11-20 00:00,DZA,1655,122999
22-11-20 00:00,DZA,1484,124483
29-11-20 00:00,DZA,1210,125693
06-12-20 00:00,DZA,1668,127361
13-12-20 00:00,DZA,1857,129218
20-12-20 00:00,DZA,2429,131647
27-12-20 00:00,DZA,2468,134115
03-01-21 00:00,DZA,2564,136679
10-01-21 00:00,DZA,2550,139229
17-01-21 00:00,DZA,3218,142447
24-01-21 00:00,DZA,5436,147883
31-01-21 00:00,DZA,7901,155784
07-02-21 00:00,DZA,9420,165204
14-02-21 00:00,DZA,10025,175229
21-02-21 00:00,DZA,8118,183347
28-02-21 00:00,DZA,5316,188663
07-03-21 00:00,DZA,3963,192626
14-03-21 00:00,DZA,3454,196080
21-03-21 00:00,DZA,2565,198645
28-03-21 00:00,DZA,1883,200528
04-04-21 00:00,DZA,1420,201948
11-04-21 00:00,DZA,1097,203045
18-04-21 00:00,DZA,1001,204046
25-04-21 00:00,DZA,744,204790
02-05-21 00:00,DZA,663,205453
09-05-21 00:00,DZA,537,205990
16-05-21 00:00,DZA,659,206649
23-05-21 00:00,DZA,736,207385
30-05-21 00:00,DZA,860,208245
06-06-21 00:00,DZA,1038,209283
13-06-21 00:00,DZA,1248,210531
20-06-21 00:00,DZA,1328,211859
27-06-21 00:00,DZA,1429,213288
04-07-21 00:00,DZA,1857,215145
11-07-21 00:00,DZA,2120,217265
18-07-21 00:00,DZA,2688,219953
25-07-21 00:00,DZA,3243,223196
01-08-21 00:00,DZA,4363,227559
08-08-21 00:00,DZA,13847,241406
15-08-21 00:00,DZA,12114,253520
22-08-21 00:00,DZA,5568,259088
29-08-21 00:00,DZA,3482,262570
05-09-21 00:00,DZA,1795,264365
12-09-21 00:00,DZA,645,265010
19-09-21 00:00,DZA,313,265323
26-09-21 00:00,DZA,155,265478
03-10-21 00:00,DZA,95,265573
10-10-21 00:00,DZA,78,265651
17-10-21 00:00,DZA,48,265699
24-10-21 00:00,DZA,31,265730
31-10-21 00:00,DZA,16,265746
07-11-21 00:00,DZA,26,265772
14-11-21 00:00,DZA,10,265782
21-11-21 00:00,DZA,22,265804
28-11-21 00:00,DZA,24,265828
05-12-21 00:00,DZA,32,265860
12-12-21 00:00,DZA,24,265884
19-12-21 00:00,DZA,20,265904
26-12-21 00:00,DZA,39,265943
02-01-22 00:00,DZA,50,265993
09-01-22 00:00,DZA,69,266062
16-01-22 00:00,DZA,111,266173
23-01-22 00:00,DZA,130,266303
30-01-22 00:00,DZA,239,266542
06-02-22 00:00,DZA,468,267010
13-02-22 00:00,DZA,647,267657
20-02-22 00:00,DZA,821,268478
27-02-22 00:00,DZA,903,269381
06-03-22 00:00,DZA,590,269971
13-03-22 00:00,DZA,301,270272
20-03-22 00:00,DZA,204,270476
27-03-22 00:00,DZA,75,270551
03-04-22 00:00,DZA,61,270612
10-04-22 00:00,DZA,42,270654
17-04-22 00:00,DZA,36,270690
24-04-22 00:00,DZA,26,270716
01-05-22 00:00,DZA,50,270766
08-05-22 00:00,DZA,34,270800
15-05-22 00:00,DZA,39,270839
22-05-22 00:00,DZA,52,270891
29-05-22 00:00,DZA,78,270969
05-06-22 00:00,DZA,66,271035
12-06-22 00:00,DZA,47,271082
19-06-22 00:00,DZA,40,271122
26-06-22 00:00,DZA,27,271149
03-07-22 00:00,DZA,33,271182
10-07-22 00:00,DZA,20,271202
17-07-22 00:00,DZA,28,271230
24-07-22 00:00,DZA,32,271262
31-07-22 00:00,DZA,30,271292
07-08-22 00:00,DZA,62,271354
14-08-22 00:00,DZA,24,271378
21-08-22 00:00,DZA,21,271399
28-08-22 00:00,DZA,10,271409
04-09-22 00:00,DZA,19,271428
11-09-22 00:00,DZA,13,271441
18-09-22 00:00,DZA,28,271469
18-09-22 00:00,AND,1,1
25-09-22 00:00,AND,0,1
02-10-22 00:00,AND,38,39
09-10-22 00:00,AND,149,188
16-10-22 00:00,AND,202,390
23-10-22 00:00,AND,174,564
30-10-22 00:00,AND,109,673
06-11-22 00:00,AND,50,723
13-11-22 00:00,AND,20,743
20-11-22 00:00,AND,8,751
27-11-22 00:00,AND,9,760
04-12-22 00:00,AND,2,762
11-12-22 00:00,AND,1,763
18-12-22 00:00,AND,88,851
25-12-22 00:00,AND,1,852
01-01-23 00:00,AND,2,854
08-01-23 00:00,AND,1,855
15-01-23 00:00,AND,0,855
22-01-23 00:00,AND,0,855
29-01-23 00:00,AND,7,862
05-02-23 00:00,AND,27,889
12-02-23 00:00,AND,29,918
19-02-23 00:00,AND,21,939
26-02-23 00:00,AND,38,977
05-03-23 00:00,AND,12,989
29-12-19 00:00,AND,16,1005
05-01-20 00:00,AND,55,1060
12-01-20 00:00,AND,116,1176
19-01-20 00:00,AND,85,1261
26-01-20 00:00,AND,177,1438
02-02-20 00:00,AND,243,1681
09-02-20 00:00,AND,285,1966
16-02-20 00:00,AND,404,2370
23-02-20 00:00,AND,625,2995
01-03-20 00:00,AND,628,3623
08-03-20 00:00,AND,702,4325
15-03-20 00:00,AND,563,4888
22-03-20 00:00,AND,549,5437
29-03-20 00:00,AND,477,5914
05-04-20 00:00,AND,390,6304
12-04-20 00:00,AND,441,6745
19-04-20 00:00,AND,339,7084
26-04-20 00:00,AND,298,7382
03-05-20 00:00,AND,220,7602
10-05-20 00:00,AND,273,7875
17-05-20 00:00,AND,374,8249
24-05-20 00:00,AND,337,8586
31-05-20 00:00,AND,497,9083
07-06-20 00:00,AND,513,9596
14-06-20 00:00,AND,376,9972
21-06-20 00:00,AND,303,10275
28-06-20 00:00,AND,263,10538
05-07-20 00:00,AND,174,10712
12-07-20 00:00,AND,177,10889
19-07-20 00:00,AND,180,11069
26-07-20 00:00,AND,220,11289
02-08-20 00:00,AND,256,11545
09-08-20 00:00,AND,343,11888
16-08-20 00:00,AND,398,12286
23-08-20 00:00,AND,295,12581
30-08-20 00:00,AND,224,12805
06-09-20 00:00,AND,278,13083
13-09-20 00:00,AND,212,13295
20-09-20 00:00,AND,134,13429
27-09-20 00:00,AND,126,13555
04-10-20 00:00,AND,14,13569
11-10-20 00:00,AND,158,13727
18-10-20 00:00,AND,50,13777
25-10-20 00:00,AND,49,13826
01-11-20 00:00,AND,38,13864
08-11-20 00:00,AND,18,13882
15-11-20 00:00,AND,36,13918
22-11-20 00:00,AND,237,14155
29-11-20 00:00,AND,204,14359
06-12-20 00:00,AND,218,14577
13-12-20 00:00,AND,170,14747
20-12-20 00:00,AND,89,14836
27-12-20 00:00,AND,118,14954
03-01-21 00:00,AND,48,15002
10-01-21 00:00,AND,30,15032
17-01-21 00:00,AND,37,15069
24-01-21 00:00,AND,27,15096
31-01-21 00:00,AND,44,15140
07-02-21 00:00,AND,49,15189
14-02-21 00:00,AND,78,15267
21-02-21 00:00,AND,40,15307
28-02-21 00:00,AND,60,15367
07-03-21 00:00,AND,58,15425
14-03-21 00:00,AND,91,15516
21-03-21 00:00,AND,189,15705
28-03-21 00:00,AND,202,15907
04-04-21 00:00,AND,392,16299
11-04-21 00:00,AND,413,16712
18-04-21 00:00,AND,1919,18631
25-04-21 00:00,AND,809,19440
02-05-21 00:00,AND,1622,21062
09-05-21 00:00,AND,1270,22332
16-05-21 00:00,AND,2170,24502
23-05-21 00:00,AND,3481,27983
30-05-21 00:00,AND,1905,29888
06-06-21 00:00,AND,3137,33025
13-06-21 00:00,AND,2933,35958
20-06-21 00:00,AND,850,36808
27-06-21 00:00,AND,469,37277
04-07-21 00:00,AND,312,37589
11-07-21 00:00,AND,410,37999
18-07-21 00:00,AND,621,38620
25-07-21 00:00,AND,174,38794
01-08-21 00:00,AND,440,39234
08-08-21 00:00,AND,479,39713
15-08-21 00:00,AND,311,40024
22-08-21 00:00,AND,304,40328
29-08-21 00:00,AND,381,40709
05-09-21 00:00,AND,304,41013
12-09-21 00:00,AND,336,41349
19-09-21 00:00,AND,368,41717
26-09-21 00:00,AND,439,42156
03-10-21 00:00,AND,416,42572
10-10-21 00:00,AND,322,42894
17-10-21 00:00,AND,173,43067
24-10-21 00:00,AND,157,43224
31-10-21 00:00,AND,225,43449
07-11-21 00:00,AND,325,43774
14-11-21 00:00,AND,403,44177
21-11-21 00:00,AND,494,44671
28-11-21 00:00,AND,390,45061
05-12-21 00:00,AND,265,45326
12-12-21 00:00,AND,182,45508
19-12-21 00:00,AND,285,45793
26-12-21 00:00,AND,106,45899
02-01-22 00:00,AND,76,45975
09-01-22 00:00,AND,52,46027
16-01-22 00:00,AND,0,46027
23-01-22 00:00,AND,86,46113
30-01-22 00:00,AND,34,46147
06-02-22 00:00,AND,0,46147
13-02-22 00:00,AND,80,46227
20-02-22 00:00,AND,48,46275
27-02-22 00:00,AND,91,46366
06-03-22 00:00,AND,83,46449
13-03-22 00:00,AND,86,46535
20-03-22 00:00,AND,53,46588
27-03-22 00:00,AND,76,46664
03-04-22 00:00,AND,160,46824
10-04-22 00:00,AND,0,46824
17-04-22 00:00,AND,395,47219
24-04-22 00:00,AND,227,47446
01-05-22 00:00,AND,160,47606
08-05-22 00:00,AND,80,47686
15-05-22 00:00,AND,65,47751
22-05-22 00:00,AND,30,47781
29-05-22 00:00,AND,0,47781
05-06-22 00:00,AND,39,47820
12-06-22 00:00,AND,19,47839
19-06-22 00:00,AND,11,47850
26-06-22 00:00,AND,10,47860
03-07-22 00:00,AND,6,47866
10-07-22 00:00,AND,0,47866
17-07-22 00:00,AND,9,47875
17-07-22 00:00,AGO,2,2
24-07-22 00:00,AGO,3,5
31-07-22 00:00,AGO,5,10
07-08-22 00:00,AGO,9,19
14-08-22 00:00,AGO,5,24
21-08-22 00:00,AGO,1,25
28-08-22 00:00,AGO,10,35
04-09-22 00:00,AGO,8,43
11-09-22 00:00,AGO,5,48
18-09-22 00:00,AGO,13,61
25-09-22 00:00,AGO,23,84
02-10-22 00:00,AGO,4,88
09-10-22 00:00,AGO,50,138
16-10-22 00:00,AGO,38,176
23-10-22 00:00,AGO,83,259
30-10-22 00:00,AGO,87,346
06-11-22 00:00,AGO,116,462
13-11-22 00:00,AGO,225,687
20-11-22 00:00,AGO,229,916
27-11-22 00:00,AGO,248,1164
04-12-22 00:00,AGO,408,1572
11-12-22 00:00,AGO,307,1879
18-12-22 00:00,AGO,255,2134
25-12-22 00:00,AGO,417,2551
01-01-23 00:00,AGO,384,2935
08-01-23 00:00,AGO,400,3335
15-01-23 00:00,AGO,566,3901
22-01-23 00:00,AGO,771,4672
29-01-23 00:00,AGO,698,5370
05-02-23 00:00,AGO,876,6246
12-02-23 00:00,AGO,1216,7462
19-02-23 00:00,AGO,1564,9026
26-02-23 00:00,AGO,1779,10805
05-03-23 00:00,AGO,772,11577
29-12-19 00:00,AGO,525,12102
05-01-20 00:00,AGO,951,13053
12-01-20 00:00,AGO,1081,14134
19-01-20 00:00,AGO,786,14920
26-01-20 00:00,AGO,441,15361
02-02-20 00:00,AGO,564,15925
09-02-20 00:00,AGO,559,16484
16-02-20 00:00,AGO,545,17029
23-02-20 00:00,AGO,524,17553
01-03-20 00:00,AGO,421,17974
08-03-20 00:00,AGO,639,18613
15-03-20 00:00,AGO,564,19177
22-03-20 00:00,AGO,495,19672
29-03-20 00:00,AGO,324,19996
05-04-20 00:00,AGO,265,20261
12-04-20 00:00,AGO,191,20452
19-04-20 00:00,AGO,243,20695
26-04-20 00:00,AGO,286,20981
03-05-20 00:00,AGO,224,21205
10-05-20 00:00,AGO,353,21558
17-05-20 00:00,AGO,356,21914
24-05-20 00:00,AGO,485,22399
31-05-20 00:00,AGO,709,23108
07-06-20 00:00,AGO,843,23951
14-06-20 00:00,AGO,1100,25051
21-06-20 00:00,AGO,1380,26431
28-06-20 00:00,AGO,1490,27921
05-07-20 00:00,AGO,1774,29695
12-07-20 00:00,AGO,1966,31661
19-07-20 00:00,AGO,1946,33607
26-07-20 00:00,AGO,1533,35140
02-08-20 00:00,AGO,1185,36325
09-08-20 00:00,AGO,964,37289
16-08-20 00:00,AGO,802,38091
23-08-20 00:00,AGO,874,38965
30-08-20 00:00,AGO,628,39593
06-09-20 00:00,AGO,937,40530
13-09-20 00:00,AGO,875,41405
20-09-20 00:00,AGO,1081,42486
27-09-20 00:00,AGO,783,43269
04-10-20 00:00,AGO,905,44174
11-10-20 00:00,AGO,1151,45325
18-10-20 00:00,AGO,1401,46726
25-10-20 00:00,AGO,1278,48004
01-11-20 00:00,AGO,1624,49628
08-11-20 00:00,AGO,2199,51827
15-11-20 00:00,AGO,2013,53840
22-11-20 00:00,AGO,2743,56583
29-11-20 00:00,AGO,4220,60803
06-12-20 00:00,AGO,1582,62385
13-12-20 00:00,AGO,1182,63567
20-12-20 00:00,AGO,659,64226
27-12-20 00:00,AGO,357,64583
03-01-21 00:00,AGO,274,64857
10-01-21 00:00,AGO,128,64985
17-01-21 00:00,AGO,120,65105
24-01-21 00:00,AGO,103,65208
31-01-21 00:00,AGO,138,65346
07-02-21 00:00,AGO,302,65648
14-02-21 00:00,AGO,2714,68362
21-02-21 00:00,AGO,11509,79871
28-02-21 00:00,AGO,7754,87625
07-03-21 00:00,AGO,4956,92581
