date,iso_code,monthly_vaccinations,monthly_total_vaccinations,monthly_fully_vaccinated
2022-08-01,CUB,1155698,10712068,9999184
2022-09-01,CUB,665743,10712149,9999224
2022-10-01,CUB,331820,10716796,10002440
2022-11-01,CUB,447178,10714617,10001009
2022-12-01,CUB,530487,10718957,10003726
2023-04-01,CUB,15470,10725205,10007062
2023-07-01,CUB,26516,10725479,10007223
2023-08-01,CUB,5199,10720570,10004639
2023-09-01,CUB,13974,10720715,10004753
2023-12-01,CUB,36844,10725861,10007411
2023-01-01,CUB,393721,10728711,10008646
2023-02-01,CUB,103524,10728541,10008554
2023-03-01,CUB,16955,10725175,10007053
2023-05-01,CUB,5232,,10007082
2023-06-01,CUB,11151,10725298,10007149
2023-10-01,CUB,15122,10725767,10007379
2023-11-01,CUB,2836,10725835,10007386
2021-03-01,CUW,5189,96255,86725
2021-06-01,CUW,10545,98374,89874
2021-07-01,CUW,8144,96529,87066
2021-08-01,CUW,6836,96737,87319
2021-09-01,CUW,6684,103299,95730
2021-10-01,CUW,8399,103299,95731
2021-04-01,CUW,44890,96529,87041
2021-01-01,CUW,3159,102957,95234
2021-02-01,CUW,1420,102964,95265
2021-05-01,CUW,44409,85818,71317
2021-11-01,CUW,4489,103448,95934
2021-12-01,CUW,14810,104386,96611
2022-03-01,CUW,2623,108568,99930
2022-04-01,CUW,3963,108570,99933
2022-05-01,CUW,3386,108375,99727
2022-06-01,CUW,2650,108460,99802
2022-07-01,CUW,2532,108513,99877
2022-08-01,CUW,3680,108586,99943
2022-09-01,CUW,603,108500,99869
2022-10-01,CUW,2043,108562,99924
2022-11-01,CUW,810,108601,99955
2022-12-01,CUW,1567,108398,99752
2022-01-01,CUW,6500,108567,99927
2022-02-01,CUW,2222,108567,99927
2021-04-01,CYP,18665,606482,571882
2021-11-01,CYP,30626,599052,563053
2021-12-01,CYP,53402,640890,602139
2021-05-01,CYP,70966,544375,469776
2021-02-01,CYP,9741,576637,524397
2021-03-01,CYP,30349,606082,571594
2021-07-01,CYP,63390,530879,449525
2021-08-01,CYP,40574,631421,590288
2021-09-01,CYP,29943,592694,547741
2021-10-01,CYP,17840,601675,566820
2021-06-01,CYP,37994,470045,386906
2022-01-01,CYP,9478,658851,626945
2022-03-01,CYP,2383,,636473
2022-09-01,CYP,3305,,639865
2022-02-01,CYP,9548,,642892
2020-12-01,CZE,10594,11880,1
2021-01-01,CZE,723842,6684810,6396443
2021-02-01,CZE,737732,6695454,6408949
2021-03-01,CZE,1175651,6705091,6424544
2021-04-01,CZE,1450678,6707653,6428509
2021-05-01,CZE,1809572,6709017,6430856
2021-06-01,CZE,2148882,6717167,6442396
2021-07-01,CZE,1806222,6725049,6454409
2021-08-01,CZE,1141163,6733296,6460345
2021-09-01,CZE,762407,6740416,6473176
2021-10-01,CZE,906444,6747338,6490991
2021-11-01,CZE,1231282,6748991,6496260
2021-12-01,CZE,1586039,6827514,6658834
2022-01-01,CZE,840987,6974053,6890324
2022-02-01,CZE,200948,6974085,6890371
2022-03-01,CZE,196573,6974085,6890385
2022-04-01,CZE,217617,6974087,6890385
2022-05-01,CZE,170103,6974114,6890413
2022-06-01,CZE,159316,6974132,6890443
2022-07-01,CZE,252392,6974171,6890492
2022-08-01,CZE,177194,6974200,6890521
2022-09-01,CZE,195307,6974241,6890564
2022-10-01,CZE,308891,6974243,6890566
2022-11-01,CZE,236094,6974245,6890568
2022-12-01,CZE,141630,6974521,6890973
2023-01-01,CZE,11252,6975709,6892271
2023-02-01,CZE,4743,6975715,6892280
2023-03-01,CZE,1715,6975738,6892301
2023-04-01,CZE,996,6975739,6892302
2023-05-01,CZE,1051,6975376,6891828
2023-06-01,CZE,2157,6975412,6891855
2023-07-01,CZE,583,6975427,6891871
2023-08-01,CZE,411,6975440,6891898
2023-09-01,CZE,1403,6975459,6891919
2023-10-01,CZE,1507,6975492,6891969
2023-11-01,CZE,1462,6975493,6891971
2023-12-01,CZE,1386,6975493,6891971
2021-12-01,COD,42303,257013,117844
2020-12-01,DNK,29556,29564,1
2021-01-01,DNK,417838,4497750,4411623
2021-02-01,DNK,527911,4503305,4415046
2021-03-01,DNK,617361,4508429,4418606
2021-04-01,DNK,842789,4514604,4421172
2021-05-01,DNK,1225843,4524051,4423149
2021-06-01,DNK,1463078,4531638,4427927
2021-07-01,DNK,1624487,4541727,4432606
2021-08-01,DNK,982022,4552539,4437797
2021-09-01,DNK,543383,4563580,4441927
2021-10-01,DNK,625871,4573815,4445843
2021-11-01,DNK,827310,4583141,4448172
2021-12-01,DNK,2209708,4729784,4538612
2022-01-01,DNK,425894,4784566,4749382
2022-02-01,DNK,86790,4784574,4749388
2022-03-01,DNK,104722,4784584,4749394
2022-04-01,DNK,90404,4784589,4749398
2022-05-01,DNK,80620,4784603,4749404
2022-06-01,DNK,76398,4784615,4749425
2022-07-01,DNK,75400,4784632,4749439
2022-08-01,DNK,49905,4784637,4749056
2022-09-01,DNK,45529,4784645,4749448
2022-10-01,DNK,62652,4784649,4749450
2022-11-01,DNK,51593,4784654,4749454
2022-12-01,DNK,49927,4784806,4749562
2023-01-01,DNK,1235,4785338,4750016
2023-02-01,DNK,796,4785339,4750016
2023-03-01,DNK,145,4785174,4749837
2023-04-01,DNK,145,4785178,4749843
2023-05-01,DNK,145,4785183,4749850
2023-06-01,DNK,128,4785190,4749851
2023-07-01,DNK,141,4785202,4749865
2023-08-01,DNK,120,4785208,4749871
2023-09-01,DNK,225,4785213,4749879
2023-10-01,DNK,201,4785215,4749886
2023-11-01,DNK,121,4785217,4749888
2023-12-01,DNK,154,4785222,4749661
2022-06-01,DJI,12179,201787,161003
2021-02-01,DMA,2149,8238,
2021-03-01,DMA,1226,9464,
2021-04-01,DMA,1012,10476,
2021-05-01,DMA,1162,19360,14859
2021-11-01,DMA,430,13565,
2021-01-01,DMA,438,17775,337
2021-02-01,DOM,379681,6881125,5610578
2021-03-01,DOM,401245,6889377,5617498
2021-04-01,DOM,755948,6890583,5619966
2021-05-01,DOM,1782155,6891011,5620848
2021-06-01,DOM,2113796,6894668,5627360
2021-09-01,DOM,1017066,6796631,5417869
2021-10-01,DOM,1564781,6803863,5433312
2021-11-01,DOM,711808,6910906,5651988
2021-01-01,DOM,273535,6879735,5608755
2021-07-01,DOM,1774746,6898664,5633639
2021-08-01,DOM,1039581,6901796,5639648
2021-12-01,DOM,487325,6938596,5699587
2022-01-01,DOM,452536,7290341,6057822
2022-02-01,DOM,211874,7290581,6058180
2022-03-01,DOM,188519,7297111,6066525
2022-04-01,DOM,95588,7291276,6058921
2022-05-01,DOM,115703,7291412,6059107
2022-06-01,DOM,115588,7297614,6067324
2022-07-01,DOM,105602,7297827,6067611
2022-08-01,DOM,104041,7292033,6060521
2022-09-01,DOM,90171,7292291,6060885
2022-10-01,DOM,91674,7292533,6061229
2022-11-01,DOM,87741,7296172,6066275
2022-12-01,DOM,63658,7300382,6071623
2023-01-01,DOM,3524,7305984,6078255
2021-01-01,ECU,597542,13796237,11501793
2021-02-01,ECU,607457,13828785,11560519
2021-03-01,ECU,793367,13852920,11608651
2021-04-01,ECU,1402911,13860258,11622151
2021-05-01,ECU,1632428,13864158,11629093
2021-06-01,ECU,1878165,13882102,11663974
2021-11-01,ECU,2785251,13972603,11927573
2021-12-01,ECU,2291820,14224604,12690467
2021-07-01,ECU,6280756,13899501,11707691
2021-08-01,ECU,4999525,13915757,11760574
2021-09-01,ECU,1262247,13936959,11825366
2021-10-01,ECU,2362244,13960603,11898140
2022-01-01,ECU,1569746,15218422,14061301
2022-02-01,ECU,1379699,15219781,14063328
2022-03-01,ECU,1011617,15221396,14065678
2022-04-01,ECU,965880,15222920,14067752
2022-05-01,ECU,869200,15224170,14069415
2022-06-01,ECU,589319,15224476,14069818
2022-07-01,ECU,967702,15224602,14070023
2022-08-01,ECU,526994,15237333,14088206
2022-09-01,ECU,299901,15227058,14073525
2022-10-01,ECU,417963,15228197,14075232
2022-11-01,ECU,440126,15229338,14076940
2022-12-01,ECU,347397,15313094,14210874
2023-01-01,ECU,5540,15320218,14220659
2021-05-01,EGY,250171,1812826,315338
2021-06-01,EGY,29244,3502181,780460
2021-07-01,EGY,64770,3697974,1639532
2021-08-01,EGY,30198,3580443,979639
2021-09-01,EGY,975155,8158764,4805587
2021-11-01,EGY,729239,25927931,15515855
2022-05-01,EGY,78722,46643770,34761879
2021-03-01,SLV,171917,3654043,2894776
2021-01-01,SLV,66098,1153150,818097
2021-02-01,SLV,101341,1727992,1162511
2021-12-01,SLV,277523,4476802,4146488
2021-04-01,SLV,720640,4341703,3880753
2021-05-01,SLV,658723,4147316,3516535
2021-06-01,SLV,230428,4441851,4088015
2021-07-01,SLV,920115,4444990,4094266
2021-09-01,SLV,384249,4362189,3938106
2021-10-01,SLV,293106,4367938,3952578
2021-11-01,SLV,268213,4416185,4041016
2021-08-01,SLV,773788,4448067,4099822
2022-01-01,SLV,13099,4526149,4201347
2022-02-01,SLV,30449,4569063,4258480
2022-03-01,SLV,54547,4582343,4281899
2021-10-01,GNQ,639,241589,190051
2020-12-01,EST,2284,2475,74
2021-03-01,EST,155645,829783,790226
2021-04-01,EST,188874,830174,790984
2021-05-01,EST,214621,830363,791269
2021-06-01,EST,191165,830884,792443
2021-07-01,EST,157819,831398,793855
2021-08-01,EST,141753,831915,795241
2021-09-01,EST,130073,832482,796560
2021-10-01,EST,143184,833137,798387
2021-11-01,EST,148623,833419,799030
2021-12-01,EST,147036,842136,815173
2021-01-01,EST,81897,828374,787512
2021-02-01,EST,105672,829041,788651
2022-01-01,EST,71643,868259,847832
2022-02-01,EST,23950,868272,847845
2022-03-01,EST,19817,868282,847853
2022-04-01,EST,18766,868286,847857
2022-05-01,EST,15394,868302,847874
2022-06-01,EST,13129,868315,847889
2022-07-01,EST,19905,868335,847907
2022-08-01,EST,24285,868345,847919
2022-09-01,EST,25181,868356,847930
2022-10-01,EST,24545,868363,847936
2022-11-01,EST,20556,868365,847938
2022-12-01,EST,15392,868570,848148
2023-01-01,EST,3417,868966,848548
2023-02-01,EST,1237,869116,848712
2023-03-01,EST,395,868984,848568
2023-04-01,EST,293,868991,848574
2023-05-01,EST,327,868991,848574
2023-06-01,EST,429,868998,848581
2023-07-01,EST,261,869007,848590
2023-08-01,EST,190,869024,848609
2023-09-01,EST,363,869034,848615
2023-10-01,EST,480,869042,848626
2023-11-01,EST,455,869048,848632
2023-12-01,EST,367,869050,848634
2021-04-01,SWZ,12964,49529,38469
2021-06-01,SWZ,16307,65243,54183
2021-07-01,SWZ,2925,37558,13893
2021-03-01,SWZ,9991,43734,32665
2021-05-01,SWZ,15948,57503,46443
2021-10-01,SWZ,13034,80129,69069
2021-11-01,SWZ,22426,232472,225042
2021-12-01,SWZ,17170,96175,85115
2021-04-01,ETH,285693,8540831,
2021-01-01,ETH,292889,8106497,
2021-02-01,ETH,280476,8317492,
2021-03-01,ETH,229715,8440772,
2021-05-01,ETH,585735,8606341,
2021-06-01,ETH,287006,8678613,
2021-07-01,ETH,331509,8774383,
2021-08-01,ETH,295976,8833591,
2021-09-01,ETH,1054378,8876062,
2021-10-01,ETH,899743,8911330,
2021-11-01,ETH,4387695,8954983,
2021-12-01,ETH,583055,9344163,
2022-01-01,ETH,178394,20020958,
2022-02-01,ETH,12291709,20731345,
2022-03-01,ETH,309708,20837740,
2022-04-01,ETH,424789,21211194,
2022-05-01,ETH,168389,21370236,
2022-06-01,ETH,160472,21524528,18060829
2022-07-01,ETH,3,9361640,
2022-11-01,ETH,80,9363282,
2022-12-01,ETH,201,9363375,
2021-02-01,FRO,655,36785,34731
2021-04-01,FRO,5140,21408,13144
2021-05-01,FRO,4327,30401,20540
2021-06-01,FRO,6475,35333,31716
2021-03-01,FRO,743,40048,38029
2021-09-01,FRO,1633,38109,36182
2021-07-01,FRO,5405,37008,34924
2021-01-01,FRO,1187,36739,34576
2021-08-01,FRO,2244,37106,35140
2021-12-01,FRO,2407,41427,40494
2021-10-01,FRO,1297,39503,37773
2021-11-01,FRO,427,38719,36800
2022-06-01,FRO,1328,41489,40623
2022-10-01,FRO,237,41519,40685
2022-11-01,FRO,236,41529,40695
2022-01-01,FRO,831,41687,40853
2022-02-01,FRO,71,41697,40855
2022-03-01,FRO,128,41698,40862
2022-08-01,FRO,42,41701,40867
2021-04-01,FJI,28295,56000,
2021-12-01,FIN,126744,,
2022-01-01,FIN,534540,4389916,4222852
2022-04-01,FIN,121157,4431379,4231437
2022-05-01,FIN,53496,4433853,4177949
2022-06-01,FIN,151516,,
2022-02-01,FIN,111641,4391606,4225745
2022-03-01,FIN,29348,4393244,4228053
2022-08-01,FIN,55763,4459330,4237644
2022-09-01,FIN,22750,4459574,4239876
2022-10-01,FIN,15296,,4201193
2022-11-01,FIN,15466,,4202929
2022-12-01,FIN,14950,,4204677
2022-07-01,FIN,1737,4459276,4237004
2020-12-01,FRA,1998,2612,2
2021-01-01,FRA,5143964,52514471,47368192
2021-02-01,FRA,5816228,52536599,47439733
2021-03-01,FRA,8599477,52562179,47532574
2021-04-01,FRA,10847742,52580522,47592910
2021-05-01,FRA,12694271,52584680,47609051
2021-06-01,FRA,14283857,52613132,47681787
2021-07-01,FRA,16746911,52636699,47773028
2021-08-01,FRA,12000581,52662221,47864930
2021-09-01,FRA,7937897,52686306,47958994
2021-10-01,FRA,7073368,52714386,48069825
2021-11-01,FRA,8395389,52734639,48145860
2021-12-01,FRA,14701015,53229109,49645783
2022-01-01,FRA,7151458,54625577,53128154
2022-02-01,FRA,2354340,54626215,53128900
2022-03-01,FRA,1777320,54626519,53129242
2022-04-01,FRA,2206179,54626615,53129365
2022-05-01,FRA,2008131,54627074,53129939
2022-06-01,FRA,2237097,54627698,53130677
2022-07-01,FRA,2782269,54628250,53131302
2022-08-01,FRA,1661832,54628855,53132010
2022-09-01,FRA,1233290,54629636,53132852
2022-10-01,FRA,1744635,54630044,53133287
2022-11-01,FRA,1864279,54630176,53133427
2022-12-01,FRA,2179711,54639463,53144011
2023-01-01,FRA,341217,54659291,53168566
2023-02-01,FRA,107363,54659101,53168306
2023-03-01,FRA,65995,54653567,53160664
2023-04-01,FRA,40306,54653760,53160939
2023-05-01,FRA,49757,54653782,53160999
2023-06-01,FRA,62775,54654082,53161345
2023-07-01,FRA,27718,54654426,53161839
2023-08-01,FRA,11407,54654717,53162219
2023-09-01,FRA,36248,54655052,53162683
2023-10-01,FRA,58484,54655509,53163226
2023-11-01,FRA,32297,54655672,53163443
2023-12-01,FRA,39837,54655710,53163483
2021-02-01,PYF,855,6773,3324
2021-12-01,GAB,1486,23260,10331
2021-08-01,GMB,429,175355,158224
2021-10-01,GEO,54082,1007528,892410
2021-04-01,GEO,60143,1046643,948507
2021-06-01,GEO,104227,1227371,1023779
2021-07-01,GEO,97274,1235785,1028797
2021-08-01,GEO,273333,1243023,1033455
2021-11-01,GEO,82953,1128312,984539
2021-12-01,GEO,159500,1330278,1111336
2021-05-01,GEO,91723,845420,480613
2021-01-01,GEO,69388,1175379,421785
2021-02-01,GEO,29216,822287,437094
2021-03-01,GEO,10926,989294,828964
2021-09-01,GEO,148186,1060937,957399
2022-04-01,GEO,20461,1614528,1262432
2022-05-01,GEO,12898,1605253,1257448
2022-06-01,GEO,9660,1605671,1257713
2022-11-01,GEO,15054,1608239,1259212
2022-12-01,GEO,12603,1609063,1259626
2022-01-01,GEO,118956,1574673,1247387
2022-02-01,GEO,39494,1575509,1247917
2022-03-01,GEO,27719,1619334,1264011
2022-08-01,GEO,4945,1606864,1258507
2022-09-01,GEO,5001,1607133,1258640
2022-10-01,GEO,5624,1607267,1258718
2022-07-01,GEO,2455,1606217,1258083
2020-12-01,DEU,182500,206927,
2021-01-01,DEU,6601645,60717832,57064934
2021-02-01,DEU,7320004,60835047,57159705
2021-03-01,DEU,9219174,60932895,57231641
2021-04-01,DEU,15781896,61020477,57277257
2021-05-01,DEU,16691692,61041845,57290208
2021-06-01,DEU,19417391,61110071,57341852
2021-07-01,DEU,15479707,61204673,57430036
2021-08-01,DEU,10645422,61306182,57524551
2021-09-01,DEU,9632386,61400209,57623297
2021-10-01,DEU,8179140,61479028,57706644
2021-11-01,DEU,15291164,61552224,57764041
2021-12-01,DEU,19499602,62755857,59158073
2022-01-01,DEU,9504644,64855563,63540336
2022-02-01,DEU,3351105,64856228,63540900
2022-03-01,DEU,3751733,64856496,63541412
2022-04-01,DEU,2829997,64856516,63541451
2022-05-01,DEU,2186336,64856737,63541736
2022-06-01,DEU,1951623,64857145,63542094
2022-07-01,DEU,2287123,64857598,63542683
2022-08-01,DEU,1909341,64858130,63543235
2022-09-01,DEU,1903249,64858641,63543757
2022-10-01,DEU,3123753,64858794,63543990
2022-11-01,DEU,2848191,64858887,63544150
2022-12-01,DEU,1972007,64863868,63550191
2023-01-01,DEU,238634,64872498,63559028
2023-02-01,DEU,90097,64872635,63559203
2023-03-01,DEU,21968,64872729,63559303
2023-04-01,DEU,15586,64870531,63556422
2023-05-01,DEU,19255,64870537,63556426
2023-06-01,DEU,18467,64870594,63556527
2023-07-01,DEU,13548,64870696,63556687
2023-08-01,DEU,11493,64870839,63556808
2023-09-01,DEU,20388,64870984,63557018
2023-10-01,DEU,31936,64871071,63557166
2023-11-01,DEU,28355,64871102,63557193
2023-12-01,DEU,33478,64871104,63557201
2021-08-01,GHA,48252,647380,
2021-09-01,GHA,33831,681211,
2021-12-01,GHA,38597,742349,
2021-05-01,GHA,60270,2328335,834331
2021-11-01,GIB,7129,41075,39907
2021-12-01,GIB,7354,41173,40065
2021-01-01,GIB,11459,40945,39820
2021-02-01,GIB,15578,40945,39820
2021-03-01,GIB,16672,40995,39823
2021-04-01,GIB,5769,41002,39840
2021-05-01,GIB,4683,39080,38439
2021-06-01,GIB,3136,40578,39814
2021-07-01,GIB,1016,39953,39671
2021-08-01,GIB,2778,41025,39870
2021-09-01,GIB,1922,39955,39696
2021-10-01,GIB,9302,40578,39814
2022-12-01,GIB,197,41232,40117
2022-01-01,GIB,1366,41356,40722
2022-02-01,GIB,627,41978,40922
2022-11-01,GIB,114,41679,40770
2022-09-01,GIB,425,41998,40958
2022-03-01,GIB,1956,42034,41246
2022-05-01,GIB,404,42044,41328
2022-06-01,GIB,145,42045,41331
2022-07-01,GIB,202,42046,41336
2020-12-01,GRC,1892,2339,
2021-01-01,GRC,609499,7063072,6627366
2021-02-01,GRC,865944,7079025,6639951
2021-03-01,GRC,879527,7095991,6653461
2021-04-01,GRC,1282816,7111405,6668194
2021-05-01,GRC,1879287,7147309,6672319
2021-06-01,GRC,2261039,7164250,6689541
2021-07-01,GRC,1771519,7175730,6704361
2021-08-01,GRC,1053604,7188226,6720846
2021-09-01,GRC,1020227,7201989,6736733
2021-10-01,GRC,950887,7216048,6752813
2021-11-01,GRC,1690438,7226225,6770585
2021-12-01,GRC,2295918,7469369,7041133
2022-01-01,GRC,1187480,7931482,7641824
2022-02-01,GRC,497484,7931544,7641893
2022-03-01,GRC,408877,7931561,7641904
2022-04-01,GRC,429373,7931563,7641906
2022-05-01,GRC,280535,7931667,7642014
2022-06-01,GRC,153801,7931698,7642051
2022-07-01,GRC,250500,7931735,7642081
2022-08-01,GRC,242782,7931758,7642112
2022-09-01,GRC,208442,7931793,7642158
2022-10-01,GRC,315459,7931801,7642170
2022-11-01,GRC,315656,7931803,7642172
2022-12-01,GRC,257247,7932395,7642847
2023-01-01,GRC,40597,7933905,7644336
2023-02-01,GRC,11409,7933927,7644354
2023-03-01,GRC,5206,7933973,7644398
2023-04-01,GRC,3036,7933976,7644398
2023-05-01,GRC,5187,7933490,7643958
2023-06-01,GRC,1201,7933507,7643968
2023-07-01,GRC,1013,7933532,7643998
2023-08-01,GRC,649,7933555,7644020
2023-09-01,GRC,4424,7933582,7644036
2023-10-01,GRC,8712,7933605,7644055
2023-11-01,GRC,4574,7933610,7644060
2023-12-01,GRC,6911,7933610,7644060
2021-04-01,GRL,5328,36883,26845
2021-11-01,GRL,1332,37401,28884
2021-12-01,GRL,440,39960,36445
2021-05-01,GRL,3543,36921,26924
2021-01-01,GRL,3082,29234,12414
2021-02-01,GRL,2294,30081,13030
2021-03-01,GRL,1504,36672,26132
2021-08-01,GRL,2138,40296,37597
2021-09-01,GRL,2870,31494,16477
2021-10-01,GRL,744,40015,36622
2021-06-01,GRL,9826,37033,27558
2021-07-01,GRL,10177,36324,25726
2022-01-01,GRL,43,41174,38347
2022-04-01,GRL,15,41201,38376
2021-03-01,GRD,182,8606,
2021-09-01,GRD,161,10858,20
2021-04-01,GRD,694,12121,1337
2022-01-01,GRD,67,43772,38565
2022-08-01,GRD,55,43806,38603
2021-12-01,GTM,993864,6535250,4686883
2021-03-01,GTM,399407,6080534,4163465
2021-01-01,GTM,323699,6023553,4105644
2021-02-01,GTM,327707,6054099,4134688
2021-04-01,GTM,342743,6090684,4176059
2021-05-01,GTM,563096,6098045,4185597
2021-06-01,GTM,552225,6126188,4212994
2021-07-01,GTM,1242470,6155598,4242924
2021-08-01,GTM,1802031,6181690,4267692
2021-09-01,GTM,1656418,6208598,4294381
2021-10-01,GTM,1151904,6233673,4319618
2021-11-01,GTM,1203207,6242145,4331061
2022-01-01,GTM,1454118,8307547,6344047
2022-02-01,GTM,204239,7096019,5499833
2022-03-01,GTM,87742,6971616,5340298
2022-04-01,GTM,101853,6984472,5356532
2022-05-01,GTM,69732,6988385,5363210
2022-06-01,GTM,98864,6992051,5368810
2022-07-01,GTM,156194,7004832,5385961
2022-08-01,GTM,156350,8317459,6359545
2022-09-01,GTM,149867,7043763,5429086
2022-10-01,GTM,129912,7057216,5444830
2022-11-01,GTM,182986,7068134,5460442
2022-12-01,GTM,136952,8855397,7026766
2023-01-01,GTM,7837,8867838,7044084
2021-05-01,GGY,5105,,
2021-02-01,GGY,1136,,
2021-03-01,GGY,673,,
2021-04-01,GGY,666,,
2021-08-01,GGY,620,,
2021-11-01,GGY,780,,
2021-06-01,GGY,2461,,
2021-01-01,GGY,387,,
2021-07-01,GGY,3349,,
2022-11-01,GGY,754,54146,51351
2021-04-01,GIN,159821,469202,238147
2021-05-01,GIN,59937,472402,248462
2021-06-01,GIN,108712,401425,171430
2021-07-01,GIN,15246,518105,287335
2021-12-01,GIN,234497,2026767,925486
2021-03-01,GIN,4598,279179,90680
2021-08-01,GIN,185544,831183,392768
2021-11-01,GIN,24725,1657206,800008
2021-09-01,GIN,155954,1164005,535893
2021-10-01,GIN,115165,1490800,716365
2021-01-01,GIN,16134,1520118,743197
2022-01-01,GIN,346870,2321403,1875202
2022-02-01,GIN,13041,2334444,1224426
2022-03-01,GIN,70757,2394123,1258312
2022-04-01,GIN,38220,2426081,1274859
2022-05-01,GIN,36086,2460078,1287256
2022-11-01,GIN,578,2469757,1293373
2022-10-01,GIN,522,,1875830
2021-11-01,GNB,1658,314543,17954
2021-06-01,GUY,6231,364208,215553
2021-01-01,GUY,5064,401445,279658
2021-02-01,GUY,6282,402142,280637
2021-07-01,GUY,12650,404122,283505
2021-04-01,GUY,2391,254883,142114
2021-08-01,GUY,19565,366190,220017
2021-09-01,GUY,6844,329909,172155
2021-10-01,GUY,8068,388444,255650
2021-03-01,GUY,2820,383943,247822
2021-11-01,GUY,13201,400561,278058
2021-12-01,GUY,2429,390110,258864
2022-02-01,GUY,1018,431597,326867
2022-11-01,GUY,58394,468737,356238
2021-07-01,HTI,3364,6576,341
2021-03-01,HTI,1182,9630,341
2021-04-01,HTI,1579,11209,341
2021-05-01,HTI,1432,12641,341
2021-06-01,HTI,1433,14074,341
2021-10-01,HTI,3251,37389,15343
2021-11-01,HTI,2244,19157,366
2021-08-01,HTI,2621,27305,4734
2021-02-01,HTI,5217,52788,22773
2021-12-01,HTI,19130,122580,72102
2021-03-01,HND,102535,845456,58125
2021-01-01,HND,34995,,
2021-02-01,HND,25341,320832,56761
2021-11-01,HND,13222,402319,57926
2021-06-01,HND,52933,484018,58000
2021-02-01,HKG,344949,4763205,4539681
2021-01-01,HKG,278636,4758088,4535848
2021-03-01,HKG,664195,4769790,4544244
2021-04-01,HKG,859937,4776221,4549391
2021-05-01,HKG,896353,4780160,4552592
2021-06-01,HKG,1173402,4784975,4556444
2021-07-01,HKG,1536415,4789614,4559889
2021-08-01,HKG,1459942,4791718,4561197
2021-09-01,HKG,856288,4796396,4565425
2021-10-01,HKG,545731,4801581,4570298
2021-11-01,HKG,669020,4806772,4576034
2021-12-01,HKG,622944,4876267,4662016
2022-01-01,HKG,1061300,6900540,6768675
2022-02-01,HKG,1600516,6900902,6770029
2022-03-01,HKG,1427053,6901307,6771510
2022-04-01,HKG,856322,6901561,6772226
2022-05-01,HKG,1055640,6901851,6773071
2022-06-01,HKG,644667,6902142,6773759
2022-07-01,HKG,602918,6902398,6774420
2022-08-01,HKG,775755,6902682,6775240
2022-09-01,HKG,802842,6903072,6776435
2022-10-01,HKG,549175,6903419,6777532
2022-11-01,HKG,478489,6903629,6778004
2022-12-01,HKG,558116,6908621,6787522
2023-01-01,HKG,115474,6912679,6793508
2023-02-01,HKG,46174,6913904,6796272
2023-03-01,HKG,24173,6912798,6793793
2023-04-01,HKG,21892,6912863,6793991
2023-05-01,HKG,19608,6912889,6794083
2023-06-01,HKG,23179,6912953,6794221
2023-07-01,HKG,20291,6913012,6794350
2023-08-01,HKG,13432,6913078,6794461
2023-09-01,HKG,19422,6913137,6794582
2023-10-01,HKG,18383,6913199,6794709
2023-11-01,HKG,17612,6913242,6794889
2023-12-01,HKG,15780,6913274,6794969
2021-01-01,HUN,562601,5206951,3694602
2021-02-01,HUN,763925,5227318,3732252
2021-03-01,HUN,1372168,5238903,3814194
2021-04-01,HUN,1676995,4123697,2248775
2021-05-01,HUN,2137429,5176630,3655647
2021-06-01,HUN,374735,4203873,2406684
2021-07-01,HUN,273894,4261822,2452603
2021-08-01,HUN,247588,4288641,2488118
2021-09-01,HUN,218336,4305775,2503575
2021-10-01,HUN,225135,4346089,2530147
2021-11-01,HUN,207703,2900383,1217258
2021-12-01,HUN,215895,2969647,1250582
2021-02-01,ISL,20263,279665,264204
2021-05-01,ISL,25919,171376,91893
2021-12-01,ISL,11085,144775,62276
2021-03-01,ISL,21493,279947,264427
2021-09-01,ISL,16112,281141,274175
2021-04-01,ISL,27862,187606,101082
2021-06-01,ISL,78715,259385,192194
2021-07-01,ISL,22758,267154,252152
2021-01-01,ISL,21726,279509,263778
2021-08-01,ISL,10534,279121,263531
2021-10-01,ISL,2384,280486,266050
2021-01-01,IND,55113234,791626543,453890633
2021-02-01,IND,43560142,794528313,461338098
2021-03-01,IND,76529270,796283823,465444205
2021-04-01,IND,74749019,799745524,474060721
2021-05-01,IND,70847261,801417375,477346183
2021-06-01,IND,119296272,802894059,480824004
2021-07-01,IND,117031769,805404596,486557623
2021-08-01,IND,158741317,807755550,492119528
2021-09-01,IND,191877019,810142506,498102033
2021-10-01,IND,138433258,811443992,500931096
2021-11-01,IND,174799408,815387998,512106250
2021-12-01,IND,158603194,845640601,603224821
2022-01-01,IND,144686220,1027050053,950782285
2022-02-01,IND,69723780,1027054462,950797037
2022-03-01,IND,64916289,1027058419,950810947
2022-04-01,IND,43544513,1027062119,950823043
2022-05-01,IND,57319419,1027063055,950826154
2022-06-01,IND,50041809,1027066942,950839880
2022-07-01,IND,75828749,1027071309,950851902
2022-08-01,IND,74547479,1027075664,950866239
2022-09-01,IND,62528882,1027080067,950881906
2022-10-01,IND,21227978,1027083897,950898240
2022-11-01,IND,38061375,1027087217,950909151
2022-12-01,IND,24284004,1027200953,951207411
2023-01-01,IND,3611065,1027374842,951884144
2023-02-01,IND,280217,1027375680,951886607
2023-03-01,IND,217443,1027376761,951889175
2023-04-01,IND,216607,1027377619,951891483
2023-05-01,IND,194016,1027346076,951782313
