iso_code,date,people_vaccinated,people_fully_vaccinated,new_vaccinations
AFG,5/27/2021 0:00,479574,113739,2859
AFG,6/3/2021 0:00,481800,148505,4015
AFG,1/27/2022 0:00,4517380,3868832,6868
AFG,4/27/2022 0:00,5287027,4637327,383
AFG,9/12/2022 0:00,10827184,10105500,9447
AFG,11/2/2022 0:00,11165700,10458947,36587
AFG,11/16/2022 0:00,11236798,10531675,14800
ALB,1/13/2021 0:00,188,,60
ALB,1/14/2021 0:00,266,,78
ALB,1/15/2021 0:00,308,,42
ALB,1/16/2021 0:00,369,,61
ALB,1/17/2021 0:00,405,,36
ALB,1/18/2021 0:00,447,,42
ALB,1/19/2021 0:00,483,,36
ALB,1/20/2021 0:00,519,,36
ALB,1/21/2021 0:00,549,,30
ALB,2/18/2021 0:00,2438,611,1348
ALB,2/19/2021 0:00,,,1128
ALB,3/23/2021 0:00,,,3461
ALB,3/24/2021 0:00,,,2302
ALB,3/25/2021 0:00,,,5356
ALB,3/26/2021 0:00,,,2900
ALB,3/27/2021 0:00,,,1827
ALB,3/28/2021 0:00,,,13925
ALB,3/31/2021 0:00,,,19525
ALB,4/1/2021 0:00,,,16617
ALB,4/2/2021 0:00,,,17023
ALB,4/3/2021 0:00,,,13010
ALB,4/4/2021 0:00,,,7386
ALB,4/5/2021 0:00,,,13826
ALB,4/6/2021 0:00,,,14880
ALB,4/7/2021 0:00,,,10791
ALB,4/8/2021 0:00,,,10163
ALB,4/9/2021 0:00,,,8134
ALB,4/10/2021 0:00,,,6134
ALB,4/13/2021 0:00,,,13685
ALB,4/16/2021 0:00,,,10134
ALB,4/17/2021 0:00,,,10218
ALB,4/18/2021 0:00,,,8065
ALB,4/19/2021 0:00,,,13029
ALB,4/20/2021 0:00,,,4066
ALB,4/21/2021 0:00,,,22075
ALB,4/22/2021 0:00,,,10923
ALB,4/23/2021 0:00,,,8353
ALB,4/24/2021 0:00,,,8713
ALB,4/27/2021 0:00,,,8236
ALB,4/28/2021 0:00,,,16773
ALB,4/29/2021 0:00,,,19620
ALB,4/30/2021 0:00,,,23655
ALB,5/1/2021 0:00,,,17125
ALB,5/4/2021 0:00,,,19886
ALB,5/5/2021 0:00,,,19197
ALB,5/6/2021 0:00,,,15642
ALB,5/7/2021 0:00,,,13467
ALB,5/8/2021 0:00,,,11073
ALB,5/9/2021 0:00,,,3234
ALB,5/10/2021 0:00,,,12959
ALB,5/11/2021 0:00,440921,181586,9548
ALB,5/12/2021 0:00,444755,187921,10169
ALB,5/13/2021 0:00,445402,192936,5662
ALB,5/14/2021 0:00,448571,204759,14992
ALB,5/18/2021 0:00,460191,228756,8864
ALB,5/19/2021 0:00,463402,234409,8864
ALB,5/20/2021 0:00,466083,237660,5932
ALB,5/21/2021 0:00,469169,239677,5103
ALB,5/24/2021 0:00,475237,249898,8519
ALB,5/27/2021 0:00,481788,277255,10057
ALB,5/31/2021 0:00,486128,290333,4257
ALB,6/1/2021 0:00,487078,293264,3881
ALB,6/7/2021 0:00,493346,310336,5058
ALB,6/8/2021 0:00,494437,315555,6310
ALB,6/9/2021 0:00,496024,320532,6564
ALB,6/10/2021 0:00,498437,324616,6497
ALB,6/11/2021 0:00,501735,328546,7228
ALB,6/12/2021 0:00,503721,331147,4587
ALB,6/13/2021 0:00,504257,332173,1562
ALB,6/14/2021 0:00,507764,334771,6105
ALB,6/15/2021 0:00,507854,340576,5895
ALB,6/16/2021 0:00,509282,344945,5797
ALB,6/17/2021 0:00,511175,351453,8401
ALB,6/21/2021 0:00,519674,370378,9140
ALB,6/22/2021 0:00,525800,375629,11377
ALB,6/23/2021 0:00,532225,380649,11445
ALB,6/24/2021 0:00,537018,385868,10012
ALB,6/29/2021 0:00,556252,399246,12059
ALB,6/30/2021 0:00,564530,403504,12536
ALB,7/1/2021 0:00,567084,407402,6452
ALB,7/2/2021 0:00,569352,412147,7013
ALB,7/5/2021 0:00,574187,419894,5531
ALB,7/6/2021 0:00,576905,423158,5982
ALB,7/7/2021 0:00,579552,426111,5600
ALB,7/8/2021 0:00,582106,429191,5634
ALB,7/9/2021 0:00,584832,431722,5257
ALB,7/10/2021 0:00,587238,434170,4854
ALB,7/11/2021 0:00,587876,434926,1394
ALB,7/12/2021 0:00,590476,438758,6432
ALB,7/13/2021 0:00,592502,443165,6433
ALB,7/14/2021 0:00,594669,448830,7832
ALB,7/15/2021 0:00,596977,455131,8609
ALB,7/16/2021 0:00,599387,460655,7934
ALB,7/17/2021 0:00,601701,465434,7093
ALB,7/18/2021 0:00,602460,466905,2230
ALB,7/21/2021 0:00,616592,478861,13029
ALB,7/22/2021 0:00,624490,485295,14332
ALB,7/30/2021 0:00,665632,525215,11078
ALB,7/31/2021 0:00,670215,528718,8086
ALB,8/1/2021 0:00,672765,530322,4154
ALB,8/2/2021 0:00,677938,534823,9674
ALB,8/3/2021 0:00,683052,538588,8879
ALB,8/4/2021 0:00,687768,541637,7765
ALB,8/5/2021 0:00,693000,545036,8631
ALB,8/16/2021 0:00,757938,572816,9556
ALB,8/17/2021 0:00,764997,575342,9585
ALB,8/22/2021 0:00,787510,589253,3414
ALB,8/23/2021 0:00,792663,594050,9950
ALB,8/24/2021 0:00,797441,598949,9677
ALB,8/25/2021 0:00,802394,603259,9263
ALB,8/26/2021 0:00,807368,608539,10254
ALB,8/27/2021 0:00,812555,615422,12070
ALB,8/30/2021 0:00,824170,633878,13284
ALB,8/31/2021 0:00,830396,641920,14268
ALB,9/1/2021 0:00,836613,648637,12934
ALB,9/2/2021 0:00,844304,655594,14648
ALB,9/7/2021 0:00,872116,681510,14394
ALB,9/8/2021 0:00,879459,687854,13687
ALB,9/9/2021 0:00,885981,693421,12089
ALB,9/10/2021 0:00,890978,698597,10173
ALB,9/11/2021 0:00,895363,702833,8621
ALB,9/12/2021 0:00,896926,704626,3356
ALB,9/13/2021 0:00,900814,709343,8605
ALB,9/14/2021 0:00,904594,713517,7954
ALB,9/15/2021 0:00,908232,717404,7525
ALB,9/16/2021 0:00,911372,721614,7350
ALB,9/17/2021 0:00,914401,725838,7253
ALB,9/20/2021 0:00,921001,736594,7711
ALB,9/21/2021 0:00,923771,741819,7995
ALB,9/22/2021 0:00,926652,747441,8503
ALB,9/23/2021 0:00,929624,754020,9551
ALB,9/24/2021 0:00,932595,760960,9911
ALB,9/28/2021 0:00,941418,782578,8863
ALB,9/29/2021 0:00,944011,788538,8553
ALB,9/30/2021 0:00,946495,794878,8824
ALB,10/1/2021 0:00,948553,800553,7733
ALB,10/2/2021 0:00,950620,805420,6934
ALB,10/5/2021 0:00,955083,816459,6828
ALB,10/6/2021 0:00,957147,820946,6551
ALB,10/7/2021 0:00,958874,825110,5891
ALB,10/8/2021 0:00,960652,828940,5608
ALB,10/9/2021 0:00,962281,833070,5759
ALB,10/12/2021 0:00,968117,842316,6634
ALB,10/13/2021 0:00,970703,845877,6147
ALB,10/18/2021 0:00,982467,860194,5805
ALB,10/19/2021 0:00,985320,863314,5973
ALB,10/20/2021 0:00,988414,866201,5981
ALB,10/21/2021 0:00,991371,868964,5720
ALB,10/22/2021 0:00,994446,871496,5607
ALB,10/25/2021 0:00,1000993,878398,5488
ALB,10/28/2021 0:00,1011039,885613,5611
ALB,10/29/2021 0:00,1013959,887865,5172
ALB,11/7/2021 0:00,1032457,905876,2472
ALB,11/10/2021 0:00,1040015,913524,8614
ALB,11/11/2021 0:00,1042227,916432,8258
ALB,11/17/2021 0:00,1053553,933630,8607
ALB,11/18/2021 0:00,1055690,936539,8205
ALB,11/25/2021 0:00,1067769,953489,7112
ALB,12/1/2021 0:00,1075332,965964,10758
ALB,12/6/2021 0:00,1087187,978333,9202
ALB,12/7/2021 0:00,1090591,981170,10133
ALB,12/8/2021 0:00,1092316,982658,5009
ALB,12/13/2021 0:00,1105501,995500,9944
ALB,12/14/2021 0:00,1108572,998326,10313
ALB,12/15/2021 0:00,1111494,1001189,9865
ALB,1/5/2022 0:00,1160648,1053236,11284
ALB,1/11/2022 0:00,1183130,1067328,9006
ALB,2/7/2022 0:00,1256409,1169470,5146
ALB,2/14/2022 0:00,1262067,1181246,3966
ALB,2/15/2022 0:00,1262935,1182883,3891
ALB,2/16/2022 0:00,1263745,1184292,3488
ALB,3/15/2022 0:00,1275907,1209791,2541
DZA,1/30/2021 0:00,30,,30
DZA,11/22/2021 0:00,6703364,5314016,23526
DZA,11/30/2021 0:00,6875003,5391232,147230
AND,4/5/2021 0:00,9781,4484,2829
AND,4/12/2021 0:00,,,1973
AIA,2/14/2021 0:00,2762,,1421
ATG,4/17/2021 0:00,28639,,225
ATG,5/26/2021 0:00,32876,11354,2221
ATG,5/27/2021 0:00,33024,12915,1709
ATG,6/7/2021 0:00,34368,22896,1686
ATG,7/9/2021 0:00,36908,28429,260
ATG,7/21/2021 0:00,37498,29024,114
ATG,7/22/2021 0:00,37555,30292,1325
ATG,7/29/2021 0:00,38146,30704,135
ATG,8/31/2021 0:00,41061,34008,432
ATG,3/1/2022 0:00,63704,61327,305
ARG,12/30/2020 0:00,40586,7,20101
ARG,12/31/2020 0:00,43392,7,2806
ARG,1/1/2021 0:00,43521,7,129
ARG,1/2/2021 0:00,46830,10,3312
ARG,1/3/2021 0:00,47271,11,446
ARG,1/4/2021 0:00,57726,15,10461
ARG,1/5/2021 0:00,68453,18,10730
ARG,1/6/2021 0:00,78569,18,10120
ARG,1/7/2021 0:00,96794,21,18233
ARG,1/8/2021 0:00,124680,28,27894
ARG,1/9/2021 0:00,134887,30,10210
ARG,1/10/2021 0:00,136061,30,1179
ARG,1/11/2021 0:00,155884,35,19830
ARG,1/12/2021 0:00,175259,45,19394
ARG,1/13/2021 0:00,192032,47,16777
ARG,1/14/2021 0:00,208678,48,16651
ARG,1/15/2021 0:00,226119,54,17447
ARG,1/16/2021 0:00,232003,55,5885
ARG,1/17/2021 0:00,233061,58,1063
ARG,1/18/2021 0:00,242881,62,9832
ARG,1/19/2021 0:00,250696,5497,13256
ARG,1/20/2021 0:00,256607,19019,19433
ARG,1/21/2021 0:00,261407,28338,14119
ARG,1/22/2021 0:00,266431,32535,9222
ARG,1/23/2021 0:00,267544,35370,3949
ARG,1/24/2021 0:00,267636,35582,304
ARG,1/25/2021 0:00,274761,42675,14218
ARG,1/26/2021 0:00,280082,50168,12814
ARG,1/27/2021 0:00,284175,56190,10115
ARG,1/28/2021 0:00,285619,70795,16050
ARG,1/29/2021 0:00,287081,92838,23505
ARG,1/30/2021 0:00,287283,101950,9315
ARG,1/31/2021 0:00,287291,102566,625
ARG,2/1/2021 0:00,289565,119827,19536
ARG,2/2/2021 0:00,295211,138062,23882
ARG,2/3/2021 0:00,305622,154275,26624
ARG,2/4/2021 0:00,315951,172087,28142
ARG,2/5/2021 0:00,329843,191244,33047
ARG,2/6/2021 0:00,332923,199095,10931
ARG,2/7/2021 0:00,333494,199909,1385
ARG,2/8/2021 0:00,349968,206867,23433
ARG,2/9/2021 0:00,364239,212799,20203
ARG,2/10/2021 0:00,375253,217413,15628
ARG,2/11/2021 0:00,379921,230605,17860
ARG,2/12/2021 0:00,384181,242189,15844
ARG,2/13/2021 0:00,384544,244862,3036
ARG,2/14/2021 0:00,384568,244990,152
ARG,2/15/2021 0:00,385648,245227,1318
ARG,2/16/2021 0:00,386686,245502,1313
ARG,2/17/2021 0:00,406352,250252,24416
ARG,2/18/2021 0:00,458639,261810,63846
ARG,2/19/2021 0:00,519000,269356,67908
ARG,2/20/2021 0:00,550081,270899,32624
ARG,2/21/2021 0:00,570225,270937,20182
ARG,2/22/2021 0:00,636089,272669,67596
ARG,2/23/2021 0:00,718954,276782,86978
ARG,2/24/2021 0:00,806344,283248,93858
ARG,2/25/2021 0:00,874398,294687,79494
ARG,2/26/2021 0:00,945093,305711,81719
ARG,2/27/2021 0:00,960989,307724,17909
ARG,2/28/2021 0:00,966803,308039,6130
ARG,3/1/2021 0:00,1034056,315371,74585
ARG,3/2/2021 0:00,1102494,322576,75643
ARG,3/3/2021 0:00,1166839,329756,71525
ARG,3/4/2021 0:00,1265313,343381,112101
ARG,3/5/2021 0:00,1364245,356212,111764
ARG,3/6/2021 0:00,1415405,360001,54950
ARG,3/7/2021 0:00,1427121,360083,11798
ARG,3/8/2021 0:00,1527148,362575,102519
ARG,3/9/2021 0:00,1640655,364893,115826
ARG,3/10/2021 0:00,1798337,371225,164014
ARG,3/11/2021 0:00,1952424,404047,186911
ARG,3/12/2021 0:00,2070396,447770,161696
ARG,3/13/2021 0:00,2089511,475052,46398
ARG,3/14/2021 0:00,2097444,476293,9174
ARG,3/15/2021 0:00,2206459,504925,137648
ARG,3/16/2021 0:00,2318088,527061,133765
ARG,3/17/2021 0:00,2439480,545284,139615
ARG,3/18/2021 0:00,2535040,588700,138981
ARG,3/19/2021 0:00,2625168,624790,126218
ARG,3/20/2021 0:00,2663267,637579,50888
ARG,3/21/2021 0:00,2681580,638898,19634
ARG,3/22/2021 0:00,2751878,651684,83085
ARG,3/23/2021 0:00,2845856,664209,106505
ARG,3/24/2021 0:00,2882084,665451,37470
ARG,3/25/2021 0:00,2969882,680866,103213
ARG,3/26/2021 0:00,3053081,691256,93589
ARG,3/27/2021 0:00,3105039,694404,55107
ARG,3/28/2021 0:00,3125814,694463,20835
ARG,3/29/2021 0:00,3241246,699246,120218
ARG,3/30/2021 0:00,3398993,704559,163063
ARG,3/31/2021 0:00,3569114,709432,174995
ARG,4/1/2021 0:00,3684167,711544,117165
ARG,4/2/2021 0:00,3751318,712560,68167
ARG,4/3/2021 0:00,3825264,713096,74482
ARG,4/4/2021 0:00,3873661,713193,48497
ARG,4/5/2021 0:00,4030069,722810,166026
ARG,4/6/2021 0:00,4216001,730920,194042
ARG,4/7/2021 0:00,4447914,737475,238470
ARG,4/8/2021 0:00,4679004,742388,236005
ARG,4/9/2021 0:00,4907265,754559,240435
ARG,4/10/2021 0:00,4994872,759909,92958
ARG,4/11/2021 0:00,5041670,761429,48318
ARG,4/12/2021 0:00,5214887,770058,181846
ARG,4/13/2021 0:00,5376382,794669,186107
ARG,4/14/2021 0:00,5533195,809578,171722
ARG,4/15/2021 0:00,5663194,830713,151136
ARG,4/16/2021 0:00,5778755,838900,123749
ARG,4/17/2021 0:00,5819067,844312,45724
ARG,4/18/2021 0:00,5838840,844446,19907
ARG,4/19/2021 0:00,5914956,858839,90510
ARG,4/20/2021 0:00,6021982,874568,122758
ARG,4/21/2021 0:00,6181217,889336,174002
ARG,4/22/2021 0:00,6345688,903101,178238
ARG,4/23/2021 0:00,6527840,915546,194600
ARG,4/24/2021 0:00,6618661,916965,92240
ARG,4/25/2021 0:00,6667793,917156,49323
ARG,4/26/2021 0:00,6833934,923170,172159
ARG,4/27/2021 0:00,6982534,928345,153778
ARG,4/28/2021 0:00,7118201,951730,159053
ARG,4/29/2021 0:00,7240806,985466,156342
ARG,4/30/2021 0:00,7322883,1018369,114986
ARG,5/1/2021 0:00,7339694,1021871,20313
ARG,5/2/2021 0:00,7365818,1035927,40180
ARG,5/3/2021 0:00,7463506,1112997,174761
ARG,5/4/2021 0:00,7600365,1208232,232095
ARG,5/5/2021 0:00,7765290,1288366,245064
ARG,5/6/2021 0:00,7903565,1352949,202859
ARG,5/7/2021 0:00,8012891,1449043,205421
ARG,5/8/2021 0:00,8045338,1490888,74292
ARG,5/9/2021 0:00,8060935,1493987,18698
ARG,5/10/2021 0:00,8138368,1558269,141716
ARG,5/11/2021 0:00,8214385,1622750,140501
ARG,5/12/2021 0:00,8266831,1767966,197665
ARG,5/13/2021 0:00,8304510,1922477,192193
ARG,5/14/2021 0:00,8344952,2078602,196570
ARG,5/15/2021 0:00,8389605,2129059,95112
ARG,5/16/2021 0:00,8413929,2172342,67608
ARG,5/17/2021 0:00,8504031,2269225,186989
ARG,5/18/2021 0:00,8658288,2313260,198294
ARG,5/19/2021 0:00,8789629,2349698,167783
ARG,5/20/2021 0:00,8930122,2391856,182656
ARG,5/21/2021 0:00,9021691,2477598,177315
ARG,5/22/2021 0:00,9078605,2521146,100464
ARG,5/23/2021 0:00,9100984,2544043,45278
ARG,5/24/2021 0:00,9169414,2563999,88387
ARG,5/25/2021 0:00,9206342,2590504,63435
ARG,5/26/2021 0:00,9295229,2654771,153157
ARG,5/27/2021 0:00,9383126,2736340,169472
ARG,5/28/2021 0:00,9507784,2857841,246164
ARG,5/29/2021 0:00,9673994,2919163,227535
ARG,5/30/2021 0:00,9786278,2935769,128891
ARG,5/31/2021 0:00,10023092,2998052,299101
ARG,6/1/2021 0:00,10286147,3049974,314989
ARG,6/2/2021 0:00,10544275,3101282,309443
ARG,6/3/2021 0:00,10858571,3136716,349737
ARG,6/4/2021 0:00,11222208,3181345,408283
ARG,6/5/2021 0:00,11528951,3201447,326875
ARG,6/6/2021 0:00,11733616,3214180,217400
ARG,6/7/2021 0:00,12039162,3261918,353290
ARG,6/8/2021 0:00,12373990,3297072,369991
ARG,6/9/2021 0:00,12723498,3319992,372429
ARG,6/10/2021 0:00,13040206,3338420,335142
ARG,6/11/2021 0:00,13360779,3384711,366870
ARG,6/12/2021 0:00,13465872,3464769,185158
ARG,6/13/2021 0:00,13504862,3508467,82693
ARG,6/14/2021 0:00,13659139,3592295,238111
ARG,6/15/2021 0:00,13832703,3676636,257915
ARG,6/16/2021 0:00,14046316,3750213,287203
ARG,6/17/2021 0:00,14295590,3815400,314465
ARG,6/18/2021 0:00,14649666,3860709,399395
ARG,6/19/2021 0:00,14861618,3881385,232632
ARG,6/20/2021 0:00,14956657,3885568,99223
ARG,6/21/2021 0:00,15102581,3909384,169740
ARG,6/22/2021 0:00,15352332,3947615,287985
ARG,6/23/2021 0:00,15586332,3976822,263208
ARG,6/24/2021 0:00,15856861,4010869,304578
ARG,6/25/2021 0:00,16163180,4081424,376879
ARG,6/26/2021 0:00,16401692,4159267,316357
ARG,6/27/2021 0:00,16556897,4180346,176284
ARG,6/28/2021 0:00,16877955,4232404,373141
ARG,6/29/2021 0:00,17204570,4280323,374535
ARG,6/30/2021 0:00,17544128,4316624,375860
ARG,7/1/2021 0:00,17859566,4433536,432352
ARG,7/2/2021 0:00,18190833,4517997,415735
ARG,7/3/2021 0:00,18443013,4602528,336718
ARG,7/4/2021 0:00,18617693,4624405,196563
ARG,7/5/2021 0:00,18854075,4798024,410012
ARG,7/6/2021 0:00,19127571,4941530,417012
ARG,7/7/2021 0:00,19419265,5054357,404532
ARG,7/8/2021 0:00,19789402,5094858,410645
ARG,7/9/2021 0:00,20042563,5199376,357682
ARG,7/10/2021 0:00,20343433,5230513,332015
ARG,7/11/2021 0:00,20500952,5238550,165556
ARG,7/12/2021 0:00,20859171,5267632,387306
ARG,7/13/2021 0:00,21224673,5295823,393704
ARG,7/14/2021 0:00,21588901,5330065,398476
ARG,7/15/2021 0:00,21933169,5385874,400086
ARG,7/16/2021 0:00,22289196,5486310,456467
ARG,7/17/2021 0:00,22518572,5579623,322696
ARG,7/18/2021 0:00,22649524,5616937,168268
ARG,7/19/2021 0:00,22982861,5702471,418877
ARG,7/20/2021 0:00,23223211,5910880,448777
ARG,7/21/2021 0:00,23545952,6008242,420119
ARG,7/22/2021 0:00,23867923,6074680,388421
ARG,7/23/2021 0:00,24186948,6164486,408861
ARG,7/24/2021 0:00,24373437,6215691,237698
ARG,7/25/2021 0:00,24499082,6223958,133926
ARG,7/26/2021 0:00,24743513,6387321,407804
ARG,7/27/2021 0:00,24946143,6613074,428407
ARG,7/28/2021 0:00,25200652,6818749,460219
ARG,7/29/2021 0:00,25433306,7011263,425185
ARG,7/30/2021 0:00,25651895,7219864,427238
ARG,7/31/2021 0:00,25774547,7372032,274899
ARG,8/1/2021 0:00,25848394,7465616,167457
ARG,8/2/2021 0:00,26025404,7705884,417375
ARG,8/3/2021 0:00,26233964,7905482,408308
ARG,8/4/2021 0:00,26412838,8144172,417649
ARG,8/5/2021 0:00,26566368,8421171,430627
ARG,8/6/2021 0:00,26697529,8696344,414210
ARG,8/7/2021 0:00,26770109,8866873,278309
ARG,8/8/2021 0:00,26803705,8957783,161776
ARG,8/9/2021 0:00,26914878,9103642,391252
ARG,8/10/2021 0:00,27017537,9237424,370702
ARG,8/11/2021 0:00,27109278,9405259,412935
ARG,8/12/2021 0:00,27188379,9599128,392691
ARG,8/13/2021 0:00,27259226,9853329,417001
ARG,8/14/2021 0:00,27296523,10001624,256697
ARG,8/15/2021 0:00,27326494,10108676,162737
ARG,8/16/2021 0:00,27375187,10178036,191120
ARG,8/17/2021 0:00,27494153,10350757,439938
ARG,8/18/2021 0:00,27602039,10535202,435496
ARG,8/19/2021 0:00,27718606,10754747,426301
ARG,8/20/2021 0:00,27838448,11011019,436887
ARG,8/21/2021 0:00,27892801,11201077,257378
ARG,8/22/2021 0:00,27916227,11340637,170113
ARG,8/23/2021 0:00,28038794,11603564,408834
ARG,8/24/2021 0:00,28130797,11936520,449209
ARG,8/25/2021 0:00,28205847,12267251,426779
ARG,8/26/2021 0:00,28278705,12573602,442962
ARG,8/27/2021 0:00,28356355,12912553,467968
ARG,8/28/2021 0:00,28398920,13079710,243805
ARG,8/29/2021 0:00,28420903,13208493,168973
ARG,8/30/2021 0:00,28513276,13494856,418275
ARG,8/31/2021 0:00,28610147,13802895,461439
ARG,9/1/2021 0:00,28692762,14113733,456280
ARG,9/2/2021 0:00,28771824,14430542,448523
ARG,9/3/2021 0:00,28837095,14743954,435071
ARG,9/4/2021 0:00,28876629,14966456,296312
ARG,9/5/2021 0:00,28893412,15130343,196952
ARG,9/6/2021 0:00,28945145,15471037,442088
ARG,9/7/2021 0:00,28999684,15832836,464129
ARG,9/8/2021 0:00,29058712,16117749,374180
ARG,9/9/2021 0:00,29108620,16435125,398218
ARG,9/10/2021 0:00,29158394,16697440,343011
ARG,9/11/2021 0:00,29184091,16861208,198898
ARG,9/12/2021 0:00,29186585,16868110,9818
ARG,9/13/2021 0:00,29238572,17111288,302935
ARG,9/14/2021 0:00,29285093,17310185,279930
ARG,9/15/2021 0:00,29320808,17570639,330680
ARG,9/16/2021 0:00,29359583,17869875,361582
ARG,9/17/2021 0:00,29408979,18178596,363839
ARG,9/18/2021 0:00,29442556,18362058,221472
ARG,9/19/2021 0:00,29462576,18464927,137789
ARG,9/20/2021 0:00,29509893,18755491,346357
ARG,9/21/2021 0:00,29559730,19011296,309730
ARG,9/22/2021 0:00,29617065,19266504,328921
ARG,9/23/2021 0:00,29787822,19389363,312128
ARG,9/24/2021 0:00,29858683,19573119,261510
ARG,9/25/2021 0:00,29890440,19668176,128320
ARG,9/26/2021 0:00,29903552,19741818,88078
ARG,9/27/2021 0:00,29958131,19962185,282807
ARG,9/28/2021 0:00,30018183,20194188,301157
ARG,9/29/2021 0:00,30069003,20386805,255768
ARG,9/30/2021 0:00,30137735,20651336,336919
ARG,10/1/2021 0:00,30200369,20888455,304528
ARG,10/2/2021 0:00,30227839,21038227,179202
ARG,10/3/2021 0:00,30249559,21123055,108599
ARG,10/4/2021 0:00,30315379,21286317,230288
ARG,10/5/2021 0:00,30424659,21443388,266944
ARG,10/6/2021 0:00,30489884,21624292,247952
ARG,10/7/2021 0:00,30579231,21783980,264977
ARG,10/8/2021 0:00,30608280,21874192,121452
ARG,10/9/2021 0:00,30622409,21973103,116038
ARG,10/10/2021 0:00,30633590,22039326,78851
ARG,10/11/2021 0:00,30651896,22094827,76502
ARG,10/12/2021 0:00,30871965,22212469,347454
ARG,10/13/2021 0:00,31134333,22325299,380154
ARG,10/14/2021 0:00,31406562,22474492,424703
ARG,10/15/2021 0:00,31670693,22633558,426622
ARG,10/16/2021 0:00,31805214,22751224,254020
ARG,10/17/2021 0:00,31857271,22800681,103705
ARG,10/18/2021 0:00,32156997,22918069,423670
ARG,10/19/2021 0:00,32470951,23025015,424533
ARG,10/20/2021 0:00,32789971,23118077,415184
ARG,10/21/2021 0:00,33078682,23216406,420103
ARG,10/22/2021 0:00,33427768,23316916,463993
ARG,10/23/2021 0:00,33586329,23370990,216976
ARG,10/24/2021 0:00,33708778,23393564,145990
ARG,10/25/2021 0:00,33960693,23500392,365244
ARG,10/26/2021 0:00,34226470,23639321,409461
ARG,10/27/2021 0:00,34460562,23728072,328666
ARG,10/28/2021 0:00,34690835,23828638,352886
ARG,10/29/2021 0:00,34894452,23916304,325241
ARG,10/30/2021 0:00,34968067,23952802,129670
ARG,10/31/2021 0:00,35086385,23976896,150180
ARG,11/1/2021 0:00,35267583,24054687,299247
ARG,11/2/2021 0:00,35394989,24191718,321316
ARG,11/3/2021 0:00,35536749,24347912,350916
ARG,11/4/2021 0:00,35709201,24492382,360243
ARG,11/5/2021 0:00,35848997,24606020,311587
ARG,11/6/2021 0:00,35911401,24684878,167253
ARG,11/7/2021 0:00,35970633,24738542,127936
ARG,11/8/2021 0:00,36082293,24828547,250502
ARG,11/9/2021 0:00,36243245,24950181,353005
ARG,11/10/2021 0:00,36334475,25067786,370170
ARG,11/11/2021 0:00,36431588,25181717,383517
ARG,11/12/2021 0:00,36517258,25335561,396471
ARG,11/13/2021 0:00,36554164,25394348,189781
ARG,11/14/2021 0:00,36556379,25399873,9704
ARG,11/15/2021 0:00,36610055,25594558,338114
ARG,11/16/2021 0:00,36670865,25819750,378461
ARG,11/17/2021 0:00,36731071,26035850,367674
ARG,11/18/2021 0:00,36796092,26242029,361845
ARG,11/19/2021 0:00,36853757,26486927,390754
ARG,11/20/2021 0:00,36890469,26572616,174078
ARG,11/21/2021 0:00,36909177,26622996,93445
ARG,11/22/2021 0:00,36935104,26678311,107628
ARG,11/23/2021 0:00,37008802,26858098,337355
ARG,11/24/2021 0:00,37079851,27044634,348452
ARG,11/25/2021 0:00,37137572,27215653,321328
ARG,11/26/2021 0:00,37200558,27384636,333638
ARG,11/27/2021 0:00,37236573,27455704,157209
ARG,11/28/2021 0:00,37251565,27503994,89569
ARG,11/29/2021 0:00,37316912,27681700,358589
ARG,11/30/2021 0:00,37389390,27853524,371786
ARG,12/1/2021 0:00,37472337,27987879,381025
ARG,12/2/2021 0:00,37551877,28156496,397218
ARG,12/3/2021 0:00,37622287,28292659,316346
ARG,12/4/2021 0:00,37654171,28356192,163933
ARG,12/5/2021 0:00,37673311,28401639,96568
ARG,12/6/2021 0:00,37740309,28555046,313442
ARG,12/7/2021 0:00,37806700,28724711,336175
ARG,12/8/2021 0:00,37833272,28779447,135291
ARG,12/9/2021 0:00,37889251,28905735,302114
ARG,12/10/2021 0:00,37943660,29040245,315633
ARG,12/11/2021 0:00,37972590,29100604,155372
ARG,12/12/2021 0:00,37986010,29136182,97574
ARG,12/13/2021 0:00,38040526,29260857,326219
ARG,12/14/2021 0:00,38101513,29391705,338851
ARG,12/15/2021 0:00,38156974,29513398,383096
ARG,12/16/2021 0:00,38213149,29630639,366799
ARG,12/17/2021 0:00,38263947,29730928,331588
ARG,12/18/2021 0:00,38288437,29789157,162403
ARG,12/19/2021 0:00,38300909,29819353,92537
ARG,12/20/2021 0:00,38351725,29924319,346658
ARG,12/21/2021 0:00,38411449,30046261,352740
ARG,12/22/2021 0:00,38470260,30164669,327445
ARG,12/23/2021 0:00,38511112,30251319,239195
ARG,12/24/2021 0:00,38513439,30255855,12881
ARG,12/25/2021 0:00,38513611,30256107,750
ARG,12/26/2021 0:00,38525059,30273030,53174
ARG,12/27/2021 0:00,38600236,30411284,434009
ARG,12/28/2021 0:00,38676652,30540748,525004
ARG,12/29/2021 0:00,38753057,30664624,499559
ARG,12/30/2021 0:00,38816113,30766955,426970
ARG,12/31/2021 0:00,38820329,30775321,32095
ARG,1/1/2022 0:00,38820989,30776081,4605
ARG,1/2/2022 0:00,38835685,30796730,103694
ARG,1/3/2022 0:00,38910065,30899570,494225
ARG,1/4/2022 0:00,38994973,31012164,551929
